,RunId,iteration,Step,width,height,initial_sheep,initial_wolves,sheep_reproduce,wolf_reproduce,wolf_gain_from_food,grass,grass_regrowth_time,sheep_gain_from_food,cannibalism_threshold,wolf_gain_from_cannibalism,Wolves,Sheep,Grass,Cannibalism Occurrences,Steps till Wolf Extinction
0,0,0,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,27,86
1,1,1,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,29,100
2,2,2,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,12249,0,39,124
3,3,3,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,25,87
4,4,4,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,42,99
5,5,5,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,33,77
6,6,6,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,36,79
7,7,7,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,9073,0,33,104
8,8,8,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,20,102
9,9,9,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,40,86
10,10,10,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,35,96
11,11,11,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,377,0,38,89
12,12,12,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,42,90
13,13,13,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,36,105
14,14,14,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,41,84
15,15,15,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,41517,0,46,93
16,16,16,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,9250,0,31,112
17,17,17,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,41,105
18,18,18,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,32,81
19,19,19,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,37,105
20,20,20,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,48,83
21,21,21,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,5454,0,36,95
22,22,22,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,37,77
23,23,23,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,10058,0,37,113
24,24,24,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,238,2,0,65,300
25,25,25,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,40,79
26,26,26,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,53,93
27,27,27,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,5801,0,37,88
28,28,28,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,5974,0,35,117
29,29,29,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,29,124
30,30,30,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,32,93
31,31,31,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,31,102
32,32,32,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,36,93
33,33,33,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,16795,0,24,129
34,34,34,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,38,87
35,35,35,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,27,84
36,36,36,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,48873,0,37,78
37,37,37,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,41,99
38,38,38,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,29359,0,42,106
39,39,39,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,58,89
40,40,40,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,32,98
41,41,41,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,44,84
42,42,42,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,3194,0,60,95
43,43,43,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,38,95
44,44,44,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,8201,0,41,111
45,45,45,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,34,99
46,46,46,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,37,91
47,47,47,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,36,97
48,48,48,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,48,100
49,49,49,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,24753,0,35,97
50,50,50,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,29,100
51,51,51,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,3429,0,42,96
52,52,52,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,42408,0,25,103
53,53,53,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,25,109
54,54,54,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,32,95
55,55,55,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,41,82
56,56,56,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,26404,0,51,116
57,57,57,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,454,0,20,102
58,58,58,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,34,110
59,59,59,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,20,0,0,80,300
60,60,60,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,42,84
61,61,61,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,33,92
62,62,62,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,39,89
63,63,63,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,4429,0,44,89
64,64,64,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,43,88
65,65,65,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,39,98
66,66,66,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,9827,0,34,87
67,67,67,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,23,92
68,68,68,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,37,102
69,69,69,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,40,78
70,70,70,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,26,111
71,71,71,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,36,98
72,72,72,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,25,83
73,73,73,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,48,75
74,74,74,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,35,95
75,75,75,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,37,84
76,76,76,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,42,92
77,77,77,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,38,87
78,78,78,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,34,111
79,79,79,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,554,0,0,167,300
80,80,80,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,41,108
81,81,81,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,38,71
82,82,82,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,40,97
83,83,83,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,8749,0,41,141
84,84,84,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,6672,0,34,85
85,85,85,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,36,82
86,86,86,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,18820,0,34,90
87,87,87,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,12100,0,45,87
88,88,88,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,40,81
89,89,89,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,36,91
90,90,90,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,39,92
91,91,91,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,27,95
92,92,92,300,20,20,100,50,0.04,0.05,20,False,30,4,5,10,0,0,0,26,118
