,RunId,iteration,Step,num_nodes,avg_node_degree,initial_outbreak_size,virus_spread_chance,virus_check_frequency,recovery_chance,gain_resistance_chance,mortality_chance,Infected,Susceptible,Resistant,Dead,Alive,CMR
30,30,3,100,50,3,5,0.4,0.4,0.3,0.3,0.1,0,13,6,31,19,0.62
31,31,3,100,50,3,5,0.4,0.4,0.3,0.3,0.2,0,13,4,33,17,0.66
32,32,3,100,50,3,5,0.4,0.4,0.3,0.3,0.30000000000000004,0,26,1,23,27,0.46
33,33,3,100,50,3,5,0.4,0.4,0.3,0.3,0.4,0,26,2,22,28,0.44
34,34,3,100,50,3,5,0.4,0.4,0.3,0.3,0.5,0,44,0,6,44,0.12
35,35,3,100,50,3,5,0.4,0.4,0.3,0.3,0.6,0,42,0,8,42,0.16
36,36,3,100,50,3,5,0.4,0.4,0.3,0.3,0.7000000000000001,0,34,0,16,34,0.32
37,37,3,100,50,3,5,0.4,0.4,0.3,0.3,0.8,0,45,0,5,45,0.1
38,38,3,100,50,3,5,0.4,0.4,0.3,0.3,0.9,0,44,0,6,44,0.12
39,39,3,100,50,3,5,0.4,0.4,0.3,0.3,1.0,0,45,0,5,45,0.1
40,40,4,100,50,3,5,0.4,0.4,0.3,0.3,0.1,0,12,10,28,22,0.56
41,41,4,100,50,3,5,0.4,0.4,0.3,0.3,0.2,0,7,7,36,14,0.72
42,42,4,100,50,3,5,0.4,0.4,0.3,0.3,0.30000000000000004,0,16,3,31,19,0.62
43,43,4,100,50,3,5,0.4,0.4,0.3,0.3,0.4,0,31,1,18,32,0.36
44,44,4,100,50,3,5,0.4,0.4,0.3,0.3,0.5,0,30,0,20,30,0.4
45,45,4,100,50,3,5,0.4,0.4,0.3,0.3,0.6,0,19,2,29,21,0.58
46,46,4,100,50,3,5,0.4,0.4,0.3,0.3,0.7000000000000001,0,35,0,15,35,0.3
47,47,4,100,50,3,5,0.4,0.4,0.3,0.3,0.8,0,45,0,5,45,0.1
48,48,4,100,50,3,5,0.4,0.4,0.3,0.3,0.9,0,44,0,6,44,0.12
49,49,4,100,50,3,5,0.4,0.4,0.3,0.3,1.0,0,45,0,5,45,0.1
50,50,5,100,50,3,5,0.4,0.4,0.3,0.3,0.1,0,13,7,30,20,0.6
51,51,5,100,50,3,5,0.4,0.4,0.3,0.3,0.2,0,11,6,33,17,0.66
52,52,5,100,50,3,5,0.4,0.4,0.3,0.3,0.30000000000000004,0,30,0,20,30,0.4
53,53,5,100,50,3,5,0.4,0.4,0.3,0.3,0.4,0,35,0,15,35,0.3
54,54,5,100,50,3,5,0.4,0.4,0.3,0.3,0.5,0,39,1,10,40,0.2
55,55,5,100,50,3,5,0.4,0.4,0.3,0.3,0.6,0,35,0,15,35,0.3
56,56,5,100,50,3,5,0.4,0.4,0.3,0.3,0.7000000000000001,0,45,0,5,45,0.1
57,57,5,100,50,3,5,0.4,0.4,0.3,0.3,0.8,0,44,0,6,44,0.12
58,58,5,100,50,3,5,0.4,0.4,0.3,0.3,0.9,0,45,0,5,45,0.1
59,59,5,100,50,3,5,0.4,0.4,0.3,0.3,1.0,0,45,0,5,45,0.1
60,60,6,100,50,3,5,0.4,0.4,0.3,0.3,0.1,0,6,9,35,15,0.7
61,61,6,100,50,3,5,0.4,0.4,0.3,0.3,0.2,0,21,5,24,26,0.48
62,62,6,100,50,3,5,0.4,0.4,0.3,0.3,0.30000000000000004,0,18,3,29,21,0.58
63,63,6,100,50,3,5,0.4,0.4,0.3,0.3,0.4,0,37,1,12,38,0.24
64,64,6,100,50,3,5,0.4,0.4,0.3,0.3,0.5,0,38,0,12,38,0.24
65,65,6,100,50,3,5,0.4,0.4,0.3,0.3,0.6,0,44,0,6,44,0.12
66,66,6,100,50,3,5,0.4,0.4,0.3,0.3,0.7000000000000001,0,45,0,5,45,0.1
67,67,6,100,50,3,5,0.4,0.4,0.3,0.3,0.8,0,44,0,6,44,0.12
68,68,6,100,50,3,5,0.4,0.4,0.3,0.3,0.9,0,45,0,5,45,0.1
69,69,6,100,50,3,5,0.4,0.4,0.3,0.3,1.0,0,45,0,5,45,0.1
70,70,7,100,50,3,5,0.4,0.4,0.3,0.3,0.1,0,10,13,27,23,0.54
71,71,7,100,50,3,5,0.4,0.4,0.3,0.3,0.2,0,10,4,36,14,0.72
72,72,7,100,50,3,5,0.4,0.4,0.3,0.3,0.30000000000000004,0,37,1,12,38,0.24
73,73,7,100,50,3,5,0.4,0.4,0.3,0.3,0.4,0,41,0,9,41,0.18
74,74,7,100,50,3,5,0.4,0.4,0.3,0.3,0.5,0,35,1,14,36,0.28
75,75,7,100,50,3,5,0.4,0.4,0.3,0.3,0.6,0,40,0,10,40,0.2
76,76,7,100,50,3,5,0.4,0.4,0.3,0.3,0.7000000000000001,0,46,0,4,46,0.08
77,77,7,100,50,3,5,0.4,0.4,0.3,0.3,0.8,0,44,0,6,44,0.12
78,78,7,100,50,3,5,0.4,0.4,0.3,0.3,0.9,0,45,0,5,45,0.1
79,79,7,100,50,3,5,0.4,0.4,0.3,0.3,1.0,0,45,0,5,45,0.1
80,80,8,100,50,3,5,0.4,0.4,0.3,0.3,0.1,0,6,6,38,12,0.76
81,81,8,100,50,3,5,0.4,0.4,0.3,0.3,0.2,0,9,11,30,20,0.6
82,82,8,100,50,3,5,0.4,0.4,0.3,0.3,0.30000000000000004,0,45,0,5,45,0.1
83,83,8,100,50,3,5,0.4,0.4,0.3,0.3,0.4,0,39,1,10,40,0.2
84,84,8,100,50,3,5,0.4,0.4,0.3,0.3,0.5,0,47,0,3,47,0.06
85,85,8,100,50,3,5,0.4,0.4,0.3,0.3,0.6,0,40,1,9,41,0.18
86,86,8,100,50,3,5,0.4,0.4,0.3,0.3,0.7000000000000001,0,41,0,9,41,0.18
87,87,8,100,50,3,5,0.4,0.4,0.3,0.3,0.8,0,43,0,7,43,0.14
88,88,8,100,50,3,5,0.4,0.4,0.3,0.3,0.9,0,45,0,5,45,0.1
89,89,8,100,50,3,5,0.4,0.4,0.3,0.3,1.0,0,45,0,5,45,0.1
90,90,9,100,50,3,5,0.4,0.4,0.3,0.3,0.1,0,13,8,29,21,0.58
91,91,9,100,50,3,5,0.4,0.4,0.3,0.3,0.2,0,15,2,33,17,0.66
92,92,9,100,50,3,5,0.4,0.4,0.3,0.3,0.30000000000000004,0,41,0,9,41,0.18
93,93,9,100,50,3,5,0.4,0.4,0.3,0.3,0.4,0,42,1,7,43,0.14
94,94,9,100,50,3,5,0.4,0.4,0.3,0.3,0.5,0,31,3,16,34,0.32
95,95,9,100,50,3,5,0.4,0.4,0.3,0.3,0.6,0,25,1,24,26,0.48
96,96,9,100,50,3,5,0.4,0.4,0.3,0.3,0.7000000000000001,0,32,0,18,32,0.36
97,97,9,100,50,3,5,0.4,0.4,0.3,0.3,0.8,0,43,1,6,44,0.12
98,98,9,100,50,3,5,0.4,0.4,0.3,0.3,0.9,0,45,0,5,45,0.1
99,99,9,100,50,3,5,0.4,0.4,0.3,0.3,1.0,0,45,0,5,45,0.1
100,100,10,100,50,3,5,0.4,0.4,0.3,0.3,0.1,0,10,9,31,19,0.62
101,101,10,100,50,3,5,0.4,0.4,0.3,0.3,0.2,0,11,6,33,17,0.66
102,102,10,100,50,3,5,0.4,0.4,0.3,0.3,0.30000000000000004,0,26,4,20,30,0.4
103,103,10,100,50,3,5,0.4,0.4,0.3,0.3,0.4,0,31,1,18,32,0.36
104,104,10,100,50,3,5,0.4,0.4,0.3,0.3,0.5,0,30,0,20,30,0.4
105,105,10,100,50,3,5,0.4,0.4,0.3,0.3,0.6,0,43,0,7,43,0.14
106,106,10,100,50,3,5,0.4,0.4,0.3,0.3,0.7000000000000001,0,44,0,6,44,0.12
107,107,10,100,50,3,5,0.4,0.4,0.3,0.3,0.8,0,45,0,5,45,0.1
108,108,10,100,50,3,5,0.4,0.4,0.3,0.3,0.9,0,44,0,6,44,0.12
109,109,10,100,50,3,5,0.4,0.4,0.3,0.3,1.0,0,45,0,5,45,0.1
110,110,11,100,50,3,5,0.4,0.4,0.3,0.3,0.1,0,9,8,33,17,0.66
111,111,11,100,50,3,5,0.4,0.4,0.3,0.3,0.2,0,13,2,35,15,0.7
112,112,11,100,50,3,5,0.4,0.4,0.3,0.3,0.30000000000000004,0,26,2,22,28,0.44
113,113,11,100,50,3,5,0.4,0.4,0.3,0.3,0.4,0,46,0,4,46,0.08
114,114,11,100,50,3,5,0.4,0.4,0.3,0.3,0.5,0,42,1,7,43,0.14
115,115,11,100,50,3,5,0.4,0.4,0.3,0.3,0.6,0,38,0,12,38,0.24
116,116,11,100,50,3,5,0.4,0.4,0.3,0.3,0.7000000000000001,0,42,0,8,42,0.16
117,117,11,100,50,3,5,0.4,0.4,0.3,0.3,0.8,0,44,0,6,44,0.12
118,118,11,100,50,3,5,0.4,0.4,0.3,0.3,0.9,0,45,0,5,45,0.1
119,119,11,100,50,3,5,0.4,0.4,0.3,0.3,1.0,0,45,0,5,45,0.1
120,120,12,100,50,3,5,0.4,0.4,0.3,0.3,0.1,0,12,9,29,21,0.58
121,121,12,100,50,3,5,0.4,0.4,0.3,0.3,0.2,0,16,5,29,21,0.58
122,122,12,100,50,3,5,0.4,0.4,0.3,0.3,0.30000000000000004,0,40,1,9,41,0.18
123,123,12,100,50,3,5,0.4,0.4,0.3,0.3,0.4,0,24,1,25,25,0.5
124,124,12,100,50,3,5,0.4,0.4,0.3,0.3,0.5,0,30,1,19,31,0.38
125,125,12,100,50,3,5,0.4,0.4,0.3,0.3,0.6,0,38,1,11,39,0.22
126,126,12,100,50,3,5,0.4,0.4,0.3,0.3,0.7000000000000001,0,39,0,11,39,0.22
127,127,12,100,50,3,5,0.4,0.4,0.3,0.3,0.8,0,45,0,5,45,0.1
128,128,12,100,50,3,5,0.4,0.4,0.3,0.3,0.9,0,45,0,5,45,0.1
129,129,12,100,50,3,5,0.4,0.4,0.3,0.3,1.0,0,45,0,5,45,0.1
130,130,13,100,50,3,5,0.4,0.4,0.3,0.3,0.1,0,7,18,25,25,0.5
131,131,13,100,50,3,5,0.4,0.4,0.3,0.3,0.2,0,13,6,31,19,0.62
132,132,13,100,50,3,5,0.4,0.4,0.3,0.3,0.30000000000000004,0,44,1,5,45,0.1
133,133,13,100,50,3,5,0.4,0.4,0.3,0.3,0.4,0,45,0,5,45,0.1
134,134,13,100,50,3,5,0.4,0.4,0.3,0.3,0.5,0,43,0,7,43,0.14
135,135,13,100,50,3,5,0.4,0.4,0.3,0.3,0.6,0,34,0,16,34,0.32
136,136,13,100,50,3,5,0.4,0.4,0.3,0.3,0.7000000000000001,0,34,0,16,34,0.32
137,137,13,100,50,3,5,0.4,0.4,0.3,0.3,0.8,0,43,1,6,44,0.12
138,138,13,100,50,3,5,0.4,0.4,0.3,0.3,0.9,0,44,0,6,44,0.12
139,139,13,100,50,3,5,0.4,0.4,0.3,0.3,1.0,0,45,0,5,45,0.1
140,140,14,100,50,3,5,0.4,0.4,0.3,0.3,0.1,0,29,3,18,32,0.36
141,141,14,100,50,3,5,0.4,0.4,0.3,0.3,0.2,0,11,7,32,18,0.64
142,142,14,100,50,3,5,0.4,0.4,0.3,0.3,0.30000000000000004,0,21,3,26,24,0.52
143,143,14,100,50,3,5,0.4,0.4,0.3,0.3,0.4,0,23,1,26,24,0.52
144,144,14,100,50,3,5,0.4,0.4,0.3,0.3,0.5,0,30,0,20,30,0.4
145,145,14,100,50,3,5,0.4,0.4,0.3,0.3,0.6,0,43,0,7,43,0.14
146,146,14,100,50,3,5,0.4,0.4,0.3,0.3,0.7000000000000001,0,45,0,5,45,0.1
147,147,14,100,50,3,5,0.4,0.4,0.3,0.3,0.8,0,44,0,6,44,0.12
148,148,14,100,50,3,5,0.4,0.4,0.3,0.3,0.9,0,45,0,5,45,0.1
149,149,14,100,50,3,5,0.4,0.4,0.3,0.3,1.0,0,45,0,5,45,0.1
150,150,15,100,50,3,5,0.4,0.4,0.3,0.3,0.1,0,13,6,31,19,0.62
151,151,15,100,50,3,5,0.4,0.4,0.3,0.3,0.2,0,15,6,29,21,0.58
152,152,15,100,50,3,5,0.4,0.4,0.3,0.3,0.30000000000000004,0,15,3,32,18,0.64
153,153,15,100,50,3,5,0.4,0.4,0.3,0.3,0.4,0,29,1,20,30,0.4
154,154,15,100,50,3,5,0.4,0.4,0.3,0.3,0.5,0,41,0,9,41,0.18
155,155,15,100,50,3,5,0.4,0.4,0.3,0.3,0.6,0,37,1,12,38,0.24
156,156,15,100,50,3,5,0.4,0.4,0.3,0.3,0.7000000000000001,0,42,1,7,43,0.14
157,157,15,100,50,3,5,0.4,0.4,0.3,0.3,0.8,0,45,0,5,45,0.1
158,158,15,100,50,3,5,0.4,0.4,0.3,0.3,0.9,0,45,0,5,45,0.1
159,159,15,100,50,3,5,0.4,0.4,0.3,0.3,1.0,0,45,0,5,45,0.1
160,160,16,100,50,3,5,0.4,0.4,0.3,0.3,0.1,0,15,12,23,27,0.46
161,161,16,100,50,3,5,0.4,0.4,0.3,0.3,0.2,0,19,1,30,20,0.6
162,162,16,100,50,3,5,0.4,0.4,0.3,0.3,0.30000000000000004,0,45,1,4,46,0.08
163,163,16,100,50,3,5,0.4,0.4,0.3,0.3,0.4,0,22,0,28,22,0.56
164,164,16,100,50,3,5,0.4,0.4,0.3,0.3,0.5,0,36,0,14,36,0.28
165,165,16,100,50,3,5,0.4,0.4,0.3,0.3,0.6,0,43,0,7,43,0.14
166,166,16,100,50,3,5,0.4,0.4,0.3,0.3,0.7000000000000001,0,42,0,8,42,0.16
167,167,16,100,50,3,5,0.4,0.4,0.3,0.3,0.8,0,39,0,11,39,0.22
168,168,16,100,50,3,5,0.4,0.4,0.3,0.3,0.9,0,44,0,6,44,0.12
169,169,16,100,50,3,5,0.4,0.4,0.3,0.3,1.0,0,45,0,5,45,0.1
170,170,17,100,50,3,5,0.4,0.4,0.3,0.3,0.1,0,13,10,27,23,0.54
171,171,17,100,50,3,5,0.4,0.4,0.3,0.3,0.2,0,12,6,32,18,0.64
172,172,17,100,50,3,5,0.4,0.4,0.3,0.3,0.30000000000000004,0,27,2,21,29,0.42
173,173,17,100,50,3,5,0.4,0.4,0.3,0.3,0.4,0,11,2,37,13,0.74
174,174,17,100,50,3,5,0.4,0.4,0.3,0.3,0.5,0,22,1,27,23,0.54
175,175,17,100,50,3,5,0.4,0.4,0.3,0.3,0.6,0,38,0,12,38,0.24
176,176,17,100,50,3,5,0.4,0.4,0.3,0.3,0.7000000000000001,0,45,0,5,45,0.1
177,177,17,100,50,3,5,0.4,0.4,0.3,0.3,0.8,0,45,0,5,45,0.1
178,178,17,100,50,3,5,0.4,0.4,0.3,0.3,0.9,0,45,0,5,45,0.1
179,179,17,100,50,3,5,0.4,0.4,0.3,0.3,1.0,0,45,0,5,45,0.1
180,180,18,100,50,3,5,0.4,0.4,0.3,0.3,0.1,0,10,8,32,18,0.64
181,181,18,100,50,3,5,0.4,0.4,0.3,0.3,0.2,0,12,1,37,13,0.74
182,182,18,100,50,3,5,0.4,0.4,0.3,0.3,0.30000000000000004,0,22,2,26,24,0.52
183,183,18,100,50,3,5,0.4,0.4,0.3,0.3,0.4,0,27,1,22,28,0.44
184,184,18,100,50,3,5,0.4,0.4,0.3,0.3,0.5,0,32,2,16,34,0.32
185,185,18,100,50,3,5,0.4,0.4,0.3,0.3,0.6,0,44,0,6,44,0.12
186,186,18,100,50,3,5,0.4,0.4,0.3,0.3,0.7000000000000001,0,45,0,5,45,0.1
187,187,18,100,50,3,5,0.4,0.4,0.3,0.3,0.8,0,41,0,9,41,0.18
188,188,18,100,50,3,5,0.4,0.4,0.3,0.3,0.9,0,42,0,8,42,0.16
189,189,18,100,50,3,5,0.4,0.4,0.3,0.3,1.0,0,45,0,5,45,0.1
190,190,19,100,50,3,5,0.4,0.4,0.3,0.3,0.1,0,14,9,27,23,0.54
191,191,19,100,50,3,5,0.4,0.4,0.3,0.3,0.2,0,16,6,28,22,0.56
192,192,19,100,50,3,5,0.4,0.4,0.3,0.3,0.30000000000000004,0,23,2,25,25,0.5
193,193,19,100,50,3,5,0.4,0.4,0.3,0.3,0.4,0,33,0,17,33,0.34
194,194,19,100,50,3,5,0.4,0.4,0.3,0.3,0.5,0,32,0,18,32,0.36
195,195,19,100,50,3,5,0.4,0.4,0.3,0.3,0.6,0,44,0,6,44,0.12
196,196,19,100,50,3,5,0.4,0.4,0.3,0.3,0.7000000000000001,0,45,0,5,45,0.1
197,197,19,100,50,3,5,0.4,0.4,0.3,0.3,0.8,0,41,0,9,41,0.18
198,198,19,100,50,3,5,0.4,0.4,0.3,0.3,0.9,0,42,0,8,42,0.16
199,199,19,100,50,3,5,0.4,0.4,0.3,0.3,1.0,0,45,0,5,45,0.1
200,200,20,100,50,3,5,0.4,0.4,0.3,0.3,0.1,0,13,15,22,28,0.44
201,201,20,100,50,3,5,0.4,0.4,0.3,0.3,0.2,0,16,5,29,21,0.58
202,202,20,100,50,3,5,0.4,0.4,0.3,0.3,0.30000000000000004,0,18,1,31,19,0.62
203,203,20,100,50,3,5,0.4,0.4,0.3,0.3,0.4,0,30,2,18,32,0.36
204,204,20,100,50,3,5,0.4,0.4,0.3,0.3,0.5,0,44,0,6,44,0.12
205,205,20,100,50,3,5,0.4,0.4,0.3,0.3,0.6,0,36,1,13,37,0.26
206,206,20,100,50,3,5,0.4,0.4,0.3,0.3,0.7000000000000001,0,33,0,17,33,0.34
207,207,20,100,50,3,5,0.4,0.4,0.3,0.3,0.8,0,45,0,5,45,0.1
208,208,20,100,50,3,5,0.4,0.4,0.3,0.3,0.9,0,46,0,4,46,0.08
209,209,20,100,50,3,5,0.4,0.4,0.3,0.3,1.0,0,45,0,5,45,0.1
210,210,21,100,50,3,5,0.4,0.4,0.3,0.3,0.1,0,9,9,32,18,0.64
211,211,21,100,50,3,5,0.4,0.4,0.3,0.3,0.2,0,13,4,33,17,0.66
212,212,21,100,50,3,5,0.4,0.4,0.3,0.3,0.30000000000000004,0,18,2,30,20,0.6
213,213,21,100,50,3,5,0.4,0.4,0.3,0.3,0.4,0,21,2,27,23,0.54
214,214,21,100,50,3,5,0.4,0.4,0.3,0.3,0.5,0,43,0,7,43,0.14
215,215,21,100,50,3,5,0.4,0.4,0.3,0.3,0.6,0,43,0,7,43,0.14
216,216,21,100,50,3,5,0.4,0.4,0.3,0.3,0.7000000000000001,0,45,0,5,45,0.1
217,217,21,100,50,3,5,0.4,0.4,0.3,0.3,0.8,0,41,0,9,41,0.18
218,218,21,100,50,3,5,0.4,0.4,0.3,0.3,0.9,0,45,0,5,45,0.1
219,219,21,100,50,3,5,0.4,0.4,0.3,0.3,1.0,0,45,0,5,45,0.1
220,220,22,100,50,3,5,0.4,0.4,0.3,0.3,0.1,0,26,3,21,29,0.42
221,221,22,100,50,3,5,0.4,0.4,0.3,0.3,0.2,0,17,4,29,21,0.58
222,222,22,100,50,3,5,0.4,0.4,0.3,0.3,0.30000000000000004,0,21,4,25,25,0.5
223,223,22,100,50,3,5,0.4,0.4,0.3,0.3,0.4,0,45,0,5,45,0.1
224,224,22,100,50,3,5,0.4,0.4,0.3,0.3,0.5,0,42,1,7,43,0.14
225,225,22,100,50,3,5,0.4,0.4,0.3,0.3,0.6,0,44,0,6,44,0.12
226,226,22,100,50,3,5,0.4,0.4,0.3,0.3,0.7000000000000001,0,45,0,5,45,0.1
227,227,22,100,50,3,5,0.4,0.4,0.3,0.3,0.8,0,41,0,9,41,0.18
228,228,22,100,50,3,5,0.4,0.4,0.3,0.3,0.9,0,45,0,5,45,0.1
229,229,22,100,50,3,5,0.4,0.4,0.3,0.3,1.0,0,45,0,5,45,0.1
230,230,23,100,50,3,5,0.4,0.4,0.3,0.3,0.1,0,10,18,22,28,0.44
231,231,23,100,50,3,5,0.4,0.4,0.3,0.3,0.2,0,14,6,30,20,0.6
232,232,23,100,50,3,5,0.4,0.4,0.3,0.3,0.30000000000000004,0,17,7,26,24,0.52
233,233,23,100,50,3,5,0.4,0.4,0.3,0.3,0.4,0,32,0,18,32,0.36
234,234,23,100,50,3,5,0.4,0.4,0.3,0.3,0.5,0,35,0,15,35,0.3
235,235,23,100,50,3,5,0.4,0.4,0.3,0.3,0.6,0,43,0,7,43,0.14
236,236,23,100,50,3,5,0.4,0.4,0.3,0.3,0.7000000000000001,0,29,1,20,30,0.4
237,237,23,100,50,3,5,0.4,0.4,0.3,0.3,0.8,0,43,0,7,43,0.14
238,238,23,100,50,3,5,0.4,0.4,0.3,0.3,0.9,0,44,1,5,45,0.1
239,239,23,100,50,3,5,0.4,0.4,0.3,0.3,1.0,0,45,0,5,45,0.1
240,240,24,100,50,3,5,0.4,0.4,0.3,0.3,0.1,0,15,9,26,24,0.52
241,241,24,100,50,3,5,0.4,0.4,0.3,0.3,0.2,0,18,2,30,20,0.6
242,242,24,100,50,3,5,0.4,0.4,0.3,0.3,0.30000000000000004,0,39,1,10,40,0.2
243,243,24,100,50,3,5,0.4,0.4,0.3,0.3,0.4,0,35,1,14,36,0.28
244,244,24,100,50,3,5,0.4,0.4,0.3,0.3,0.5,0,28,0,22,28,0.44
245,245,24,100,50,3,5,0.4,0.4,0.3,0.3,0.6,0,26,1,23,27,0.46
246,246,24,100,50,3,5,0.4,0.4,0.3,0.3,0.7000000000000001,0,41,0,9,41,0.18
247,247,24,100,50,3,5,0.4,0.4,0.3,0.3,0.8,0,44,0,6,44,0.12
248,248,24,100,50,3,5,0.4,0.4,0.3,0.3,0.9,0,43,0,7,43,0.14
249,249,24,100,50,3,5,0.4,0.4,0.3,0.3,1.0,0,45,0,5,45,0.1
250,250,25,100,50,3,5,0.4,0.4,0.3,0.3,0.1,0,13,13,24,26,0.48
251,251,25,100,50,3,5,0.4,0.4,0.3,0.3,0.2,0,45,1,4,46,0.08
252,252,25,100,50,3,5,0.4,0.4,0.3,0.3,0.30000000000000004,0,11,5,34,16,0.68
253,253,25,100,50,3,5,0.4,0.4,0.3,0.3,0.4,0,34,1,15,35,0.3
254,254,25,100,50,3,5,0.4,0.4,0.3,0.3,0.5,0,39,0,11,39,0.22
255,255,25,100,50,3,5,0.4,0.4,0.3,0.3,0.6,0,44,0,6,44,0.12
256,256,25,100,50,3,5,0.4,0.4,0.3,0.3,0.7000000000000001,0,43,0,7,43,0.14
257,257,25,100,50,3,5,0.4,0.4,0.3,0.3,0.8,0,44,0,6,44,0.12
258,258,25,100,50,3,5,0.4,0.4,0.3,0.3,0.9,0,45,0,5,45,0.1
259,259,25,100,50,3,5,0.4,0.4,0.3,0.3,1.0,0,45,0,5,45,0.1
260,260,26,100,50,3,5,0.4,0.4,0.3,0.3,0.1,0,13,6,31,19,0.62
261,261,26,100,50,3,5,0.4,0.4,0.3,0.3,0.2,0,17,7,26,24,0.52
262,262,26,100,50,3,5,0.4,0.4,0.3,0.3,0.30000000000000004,0,19,3,28,22,0.56
263,263,26,100,50,3,5,0.4,0.4,0.3,0.3,0.4,0,44,1,5,45,0.1
264,264,26,100,50,3,5,0.4,0.4,0.3,0.3,0.5,0,46,0,4,46,0.08
265,265,26,100,50,3,5,0.4,0.4,0.3,0.3,0.6,0,37,0,13,37,0.26
266,266,26,100,50,3,5,0.4,0.4,0.3,0.3,0.7000000000000001,0,43,0,7,43,0.14
267,267,26,100,50,3,5,0.4,0.4,0.3,0.3,0.8,0,45,0,5,45,0.1
268,268,26,100,50,3,5,0.4,0.4,0.3,0.3,0.9,0,43,0,7,43,0.14
269,269,26,100,50,3,5,0.4,0.4,0.3,0.3,1.0,0,45,0,5,45,0.1
270,270,27,100,50,3,5,0.4,0.4,0.3,0.3,0.1,0,10,17,23,27,0.46
271,271,27,100,50,3,5,0.4,0.4,0.3,0.3,0.2,0,14,6,30,20,0.6
272,272,27,100,50,3,5,0.4,0.4,0.3,0.3,0.30000000000000004,0,18,1,31,19,0.62
273,273,27,100,50,3,5,0.4,0.4,0.3,0.3,0.4,0,35,0,15,35,0.3
274,274,27,100,50,3,5,0.4,0.4,0.3,0.3,0.5,0,44,0,6,44,0.12
275,275,27,100,50,3,5,0.4,0.4,0.3,0.3,0.6,0,31,0,19,31,0.38
276,276,27,100,50,3,5,0.4,0.4,0.3,0.3,0.7000000000000001,0,39,0,11,39,0.22
277,277,27,100,50,3,5,0.4,0.4,0.3,0.3,0.8,0,44,0,6,44,0.12
278,278,27,100,50,3,5,0.4,0.4,0.3,0.3,0.9,0,44,0,6,44,0.12
279,279,27,100,50,3,5,0.4,0.4,0.3,0.3,1.0,0,45,0,5,45,0.1
280,280,28,100,50,3,5,0.4,0.4,0.3,0.3,0.1,0,9,9,32,18,0.64
