,RunId,iteration,Step,defect_multiplier,width,height,schedule_type,payoffs,seed,Cooperating,Defecting
0,0,0,100,12,50,50,Random,,,2500,0
1,1,0,100,13,50,50,Random,,,2500,0
2,2,0,100,14,50,50,Random,,,2491,9
3,3,0,100,15,50,50,Random,,,2473,27
4,4,0,100,16,50,50,Random,,,2467,33
5,5,0,100,17,50,50,Random,,,2427,73
6,6,0,100,18,50,50,Random,,,2182,318
7,7,0,100,19,50,50,Random,,,0,2500
8,8,0,100,20,50,50,Random,,,0,2500
9,9,0,100,21,50,50,Random,,,0,2500
10,10,1,100,12,50,50,Random,,,2500,0
11,11,1,100,13,50,50,Random,,,2500,0
12,12,1,100,14,50,50,Random,,,2500,0
13,13,1,100,15,50,50,Random,,,2479,21
14,14,1,100,16,50,50,Random,,,2459,41
15,15,1,100,17,50,50,Random,,,2468,32
16,16,1,100,18,50,50,Random,,,2180,320
17,17,1,100,19,50,50,Random,,,0,2500
18,18,1,100,20,50,50,Random,,,0,2500
19,19,1,100,21,50,50,Random,,,0,2500
20,20,2,100,12,50,50,Random,,,2500,0
21,21,2,100,13,50,50,Random,,,2488,12
22,22,2,100,14,50,50,Random,,,2500,0
23,23,2,100,15,50,50,Random,,,2487,13
24,24,2,100,16,50,50,Random,,,2456,44
25,25,2,100,17,50,50,Random,,,2400,100
26,26,2,100,18,50,50,Random,,,0,2500
27,27,2,100,19,50,50,Random,,,0,2500
28,28,2,100,20,50,50,Random,,,0,2500
29,29,2,100,21,50,50,Random,,,0,2500
30,30,3,100,12,50,50,Random,,,2500,0
31,31,3,100,13,50,50,Random,,,2492,8
32,32,3,100,14,50,50,Random,,,2500,0
33,33,3,100,15,50,50,Random,,,2500,0
34,34,3,100,16,50,50,Random,,,2491,9
35,35,3,100,17,50,50,Random,,,2410,90
36,36,3,100,18,50,50,Random,,,2249,251
37,37,3,100,19,50,50,Random,,,0,2500
38,38,3,100,20,50,50,Random,,,0,2500
39,39,3,100,21,50,50,Random,,,0,2500
40,40,4,100,12,50,50,Random,,,2500,0
41,41,4,100,13,50,50,Random,,,2500,0
42,42,4,100,14,50,50,Random,,,2500,0
43,43,4,100,15,50,50,Random,,,2500,0
44,44,4,100,16,50,50,Random,,,2468,32
45,45,4,100,17,50,50,Random,,,2435,65
46,46,4,100,18,50,50,Random,,,0,2500
47,47,4,100,19,50,50,Random,,,2190,310
48,48,4,100,20,50,50,Random,,,1654,846
49,49,4,100,21,50,50,Random,,,1304,1196
50,50,5,100,12,50,50,Random,,,2500,0
51,51,5,100,13,50,50,Random,,,2500,0
52,52,5,100,14,50,50,Random,,,2496,4
53,53,5,100,15,50,50,Random,,,2500,0
54,54,5,100,16,50,50,Random,,,2465,35
55,55,5,100,17,50,50,Random,,,2439,61
56,56,5,100,18,50,50,Random,,,2252,248
57,57,5,100,19,50,50,Random,,,0,2500
58,58,5,100,20,50,50,Random,,,1625,875
59,59,5,100,21,50,50,Random,,,0,2500
60,60,6,100,12,50,50,Random,,,2500,0
61,61,6,100,13,50,50,Random,,,2493,7
62,62,6,100,14,50,50,Random,,,2500,0
63,63,6,100,15,50,50,Random,,,2486,14
64,64,6,100,16,50,50,Random,,,2470,30
65,65,6,100,17,50,50,Random,,,2449,51
66,66,6,100,18,50,50,Random,,,0,2500
67,67,6,100,19,50,50,Random,,,2074,426
68,68,6,100,20,50,50,Random,,,0,2500
69,69,6,100,21,50,50,Random,,,0,2500
70,70,7,100,12,50,50,Random,,,2500,0
71,71,7,100,13,50,50,Random,,,2500,0
72,72,7,100,14,50,50,Random,,,2500,0
73,73,7,100,15,50,50,Random,,,2480,20
74,74,7,100,16,50,50,Random,,,2496,4
75,75,7,100,17,50,50,Random,,,2471,29
76,76,7,100,18,50,50,Random,,,2432,68
77,77,7,100,19,50,50,Random,,,2165,335
78,78,7,100,20,50,50,Random,,,0,2500
79,79,7,100,21,50,50,Random,,,0,2500
80,80,8,100,12,50,50,Random,,,2500,0
81,81,8,100,13,50,50,Random,,,2500,0
82,82,8,100,14,50,50,Random,,,2496,4
83,83,8,100,15,50,50,Random,,,2480,20
84,84,8,100,16,50,50,Random,,,2461,39
85,85,8,100,17,50,50,Random,,,2426,74
86,86,8,100,18,50,50,Random,,,2254,246
87,87,8,100,19,50,50,Random,,,0,2500
88,88,8,100,20,50,50,Random,,,0,2500
89,89,8,100,21,50,50,Random,,,0,2500
90,90,9,100,12,50,50,Random,,,2500,0
91,91,9,100,13,50,50,Random,,,2500,0
92,92,9,100,14,50,50,Random,,,2492,8
93,93,9,100,15,50,50,Random,,,2494,6
94,94,9,100,16,50,50,Random,,,2458,42
95,95,9,100,17,50,50,Random,,,2455,45
96,96,9,100,18,50,50,Random,,,0,2500
97,97,9,100,19,50,50,Random,,,0,2500
98,98,9,100,20,50,50,Random,,,0,2500
99,99,9,100,21,50,50,Random,,,0,2500
100,100,10,100,12,50,50,Random,,,2500,0
101,101,10,100,13,50,50,Random,,,2500,0
102,102,10,100,14,50,50,Random,,,2473,27
103,103,10,100,15,50,50,Random,,,2490,10
104,104,10,100,16,50,50,Random,,,2469,31
105,105,10,100,17,50,50,Random,,,2431,69
106,106,10,100,18,50,50,Random,,,0,2500
107,107,10,100,19,50,50,Random,,,0,2500
108,108,10,100,20,50,50,Random,,,0,2500
109,109,10,100,21,50,50,Random,,,0,2500
110,110,11,100,12,50,50,Random,,,2500,0
111,111,11,100,13,50,50,Random,,,2500,0
112,112,11,100,14,50,50,Random,,,2500,0
113,113,11,100,15,50,50,Random,,,2451,49
114,114,11,100,16,50,50,Random,,,2482,18
115,115,11,100,17,50,50,Random,,,2357,143
116,116,11,100,18,50,50,Random,,,2309,191
117,117,11,100,19,50,50,Random,,,1991,509
118,118,11,100,20,50,50,Random,,,0,2500
119,119,11,100,21,50,50,Random,,,0,2500
120,120,12,100,12,50,50,Random,,,2500,0
121,121,12,100,13,50,50,Random,,,2500,0
122,122,12,100,14,50,50,Random,,,2500,0
123,123,12,100,15,50,50,Random,,,2484,16
124,124,12,100,16,50,50,Random,,,2500,0
125,125,12,100,17,50,50,Random,,,2413,87
126,126,12,100,18,50,50,Random,,,0,2500
127,127,12,100,19,50,50,Random,,,0,2500
128,128,12,100,20,50,50,Random,,,0,2500
129,129,12,100,21,50,50,Random,,,0,2500
130,130,13,100,12,50,50,Random,,,2500,0
131,131,13,100,13,50,50,Random,,,2500,0
132,132,13,100,14,50,50,Random,,,2492,8
133,133,13,100,15,50,50,Random,,,2458,42
134,134,13,100,16,50,50,Random,,,2492,8
135,135,13,100,17,50,50,Random,,,2400,100
136,136,13,100,18,50,50,Random,,,2325,175
137,137,13,100,19,50,50,Random,,,0,2500
138,138,13,100,20,50,50,Random,,,0,2500
139,139,13,100,21,50,50,Random,,,0,2500
140,140,14,100,12,50,50,Random,,,2500,0
141,141,14,100,13,50,50,Random,,,2500,0
142,142,14,100,14,50,50,Random,,,2500,0
143,143,14,100,15,50,50,Random,,,2476,24
