,RunId,iteration,Step,defect_multiplier,width,height,schedule_type,payoffs,seed,Cooperating,Defecting
0,0,0,100,12,50,50,Random,,,2500,0
1,1,0,100,13,50,50,Random,,,2500,0
2,2,0,100,14,50,50,Random,,,2500,0
3,3,0,100,15,50,50,Random,,,2496,4
4,4,0,100,16,50,50,Random,,,2451,49
5,5,0,100,17,50,50,Random,,,2468,32
6,6,0,100,18,50,50,Random,,,2355,145
7,7,0,100,19,50,50,Random,,,0,2500
8,8,0,100,20,50,50,Random,,,1650,850
9,9,0,100,21,50,50,Random,,,0,2500
10,10,1,100,12,50,50,Random,,,2500,0
11,11,1,100,13,50,50,Random,,,2500,0
12,12,1,100,14,50,50,Random,,,2500,0
13,13,1,100,15,50,50,Random,,,2500,0
14,14,1,100,16,50,50,Random,,,2474,26
15,15,1,100,17,50,50,Random,,,2464,36
16,16,1,100,18,50,50,Random,,,2369,131
17,17,1,100,19,50,50,Random,,,0,2500
18,18,1,100,20,50,50,Random,,,0,2500
19,19,1,100,21,50,50,Random,,,0,2500
20,20,2,100,12,50,50,Random,,,2500,0
21,21,2,100,13,50,50,Random,,,2500,0
22,22,2,100,14,50,50,Random,,,2500,0
23,23,2,100,15,50,50,Random,,,2496,4
24,24,2,100,16,50,50,Random,,,2469,31
25,25,2,100,17,50,50,Random,,,2452,48
26,26,2,100,18,50,50,Random,,,2309,191
27,27,2,100,19,50,50,Random,,,2038,462
28,28,2,100,20,50,50,Random,,,0,2500
29,29,2,100,21,50,50,Random,,,0,2500
30,30,3,100,12,50,50,Random,,,2500,0
31,31,3,100,13,50,50,Random,,,2500,0
32,32,3,100,14,50,50,Random,,,2500,0
33,33,3,100,15,50,50,Random,,,2488,12
34,34,3,100,16,50,50,Random,,,2496,4
35,35,3,100,17,50,50,Random,,,2488,12
36,36,3,100,18,50,50,Random,,,0,2500
37,37,3,100,19,50,50,Random,,,2145,355
38,38,3,100,20,50,50,Random,,,0,2500
39,39,3,100,21,50,50,Random,,,0,2500
40,40,4,100,12,50,50,Random,,,2500,0
41,41,4,100,13,50,50,Random,,,2500,0
42,42,4,100,14,50,50,Random,,,2496,4
43,43,4,100,15,50,50,Random,,,2500,0
44,44,4,100,16,50,50,Random,,,2466,34
45,45,4,100,17,50,50,Random,,,2413,87
46,46,4,100,18,50,50,Random,,,0,2500
47,47,4,100,19,50,50,Random,,,2170,330
48,48,4,100,20,50,50,Random,,,0,2500
49,49,4,100,21,50,50,Random,,,0,2500
50,50,5,100,12,50,50,Random,,,2500,0
51,51,5,100,13,50,50,Random,,,2500,0
52,52,5,100,14,50,50,Random,,,2500,0
53,53,5,100,15,50,50,Random,,,2500,0
54,54,5,100,16,50,50,Random,,,2500,0
55,55,5,100,17,50,50,Random,,,0,2500
56,56,5,100,18,50,50,Random,,,2343,157
57,57,5,100,19,50,50,Random,,,0,2500
58,58,5,100,20,50,50,Random,,,0,2500
59,59,5,100,21,50,50,Random,,,0,2500
60,60,6,100,12,50,50,Random,,,2500,0
61,61,6,100,13,50,50,Random,,,2500,0
62,62,6,100,14,50,50,Random,,,2482,18
63,63,6,100,15,50,50,Random,,,2487,13
64,64,6,100,16,50,50,Random,,,2460,40
65,65,6,100,17,50,50,Random,,,2451,49
66,66,6,100,18,50,50,Random,,,0,2500
67,67,6,100,19,50,50,Random,,,0,2500
68,68,6,100,20,50,50,Random,,,0,2500
69,69,6,100,21,50,50,Random,,,1026,1474
70,70,7,100,12,50,50,Random,,,2497,3
71,71,7,100,13,50,50,Random,,,2500,0
72,72,7,100,14,50,50,Random,,,2500,0
73,73,7,100,15,50,50,Random,,,2483,17
74,74,7,100,16,50,50,Random,,,2468,32
75,75,7,100,17,50,50,Random,,,2405,95
76,76,7,100,18,50,50,Random,,,0,2500
77,77,7,100,19,50,50,Random,,,2314,186
78,78,7,100,20,50,50,Random,,,0,2500
79,79,7,100,21,50,50,Random,,,0,2500
80,80,8,100,12,50,50,Random,,,2500,0
81,81,8,100,13,50,50,Random,,,2497,3
82,82,8,100,14,50,50,Random,,,2493,7
83,83,8,100,15,50,50,Random,,,2459,41
84,84,8,100,16,50,50,Random,,,2462,38
85,85,8,100,17,50,50,Random,,,2372,128
86,86,8,100,18,50,50,Random,,,0,2500
87,87,8,100,19,50,50,Random,,,2010,490
88,88,8,100,20,50,50,Random,,,0,2500
89,89,8,100,21,50,50,Random,,,0,2500
90,90,9,100,12,50,50,Random,,,2500,0
91,91,9,100,13,50,50,Random,,,2500,0
92,92,9,100,14,50,50,Random,,,2486,14
93,93,9,100,15,50,50,Random,,,2496,4
94,94,9,100,16,50,50,Random,,,2461,39
95,95,9,100,17,50,50,Random,,,2435,65
96,96,9,100,18,50,50,Random,,,2215,285
97,97,9,100,19,50,50,Random,,,2131,369
98,98,9,100,20,50,50,Random,,,0,2500
99,99,9,100,21,50,50,Random,,,0,2500
