,RunId,iteration,Step,width,height,density,health_percentage,Fine,On Fire,Burned Out,arvores_recuperaveis,arvores_irrecuperaveis
62,62,6,45,100,100,0.65,0.2,1327,1,5171,25.662347708373623,38.73499538319483
63,63,6,60,100,100,0.65,0.30000000000000004,2386,12,4076,58.5377821393523,-10.770659238625813
64,64,6,41,100,100,0.65,0.4,5673,1,722,785.7340720221606,-166.12978889757625
65,65,6,7,100,100,0.65,0.5,6269,1,192,3265.1041666666665,-191.0849713666615
66,66,6,7,100,100,0.65,0.6000000000000001,6321,2,168,3762.5,-192.23300970873788
67,67,6,5,100,100,0.65,0.7000000000000001,6479,1,108,5999.074074074074,-195.08122058600273
68,68,6,2,100,100,0.65,0.8,6405,2,81,7907.407407407408,-196.25346901017576
69,69,6,2,100,100,0.65,0.9,6493,1,78,8324.358974358975,-196.43889818901232
70,70,7,33,100,100,0.65,0.0,5,2,6475,0.07722007722007722,99.76851851851852
71,71,7,38,100,100,0.65,0.1,669,2,5828,11.479066575154427,69.10881945513314
72,72,7,45,100,100,0.65,0.2,1307,1,5179,25.236532149063525,39.546716003700276
73,73,7,60,100,100,0.65,0.30000000000000004,2330,8,4085,57.037943696450434,-8.96336710833983
74,74,7,24,100,100,0.65,0.4,5818,2,586,992.8327645051194,-172.5484072454716
75,75,7,6,100,100,0.65,0.5,6335,1,126,5027.777777777778,-194.1495124593716
76,76,7,7,100,100,0.65,0.6000000000000001,6382,2,166,3844.578313253012,-192.39462431276726
77,77,7,3,100,100,0.65,0.7000000000000001,6366,10,119,5349.579831932773,-194.49498843484966
78,78,7,1,100,100,0.65,0.8,6376,6,72,8855.555555555557,-196.6501240694789
79,79,7,1,100,100,0.65,0.9,6475,3,64,10117.1875,-197.0637712188408
80,80,8,31,100,100,0.65,0.0,6,8,6519,0.09203865623561897,99.72413793103449
81,81,8,43,100,100,0.65,0.1,672,1,5798,11.59020351845464,68.84080370942813
82,82,8,45,100,100,0.65,0.2,1412,1,5041,28.01031541360841,34.35611343561135
83,83,8,60,100,100,0.65,0.30000000000000004,2278,9,4282,53.19943951424568,-4.176829268292683
84,84,8,53,100,100,0.65,0.4,5439,1,980,555.0,-154.19847328244273
85,85,8,14,100,100,0.65,0.5,6214,1,239,2600.0,-188.88888888888889
86,86,8,5,100,100,0.65,0.6000000000000001,6345,2,137,4631.386861313868,-193.65936439370566
87,87,8,2,100,100,0.65,0.7000000000000001,6353,2,103,6167.961165048543,-195.21375464684013
88,88,8,1,100,100,0.65,0.8,6336,4,82,7726.829268292683,-196.1670302274852
89,89,8,2,100,100,0.65,0.9,6420,2,67,9582.089552238805,-196.9014952982889
90,90,9,34,100,100,0.65,0.0,11,3,6461,0.17025228292833927,99.49011124845488
91,91,9,37,100,100,0.65,0.1,657,4,5847,11.236531554643408,69.69557195571956
92,92,9,45,100,100,0.65,0.2,1317,1,5155,25.54801163918526,38.952410383189125
93,93,9,60,100,100,0.65,0.30000000000000004,2261,8,4301,52.569169960474305,-3.3678756476683938
94,94,9,12,100,100,0.65,0.4,5933,1,492,1205.8943089430893,-177.0272373540856
95,95,9,8,100,100,0.65,0.5,6347,1,179,3545.8100558659216,-191.77137603432425
96,96,9,7,100,100,0.65,0.6000000000000001,6354,2,135,4706.666666666667,-193.75866851595006
97,97,9,3,100,100,0.65,0.7000000000000001,6427,1,106,6063.207547169812,-195.13240471452625
98,98,9,1,100,100,0.65,0.8,6469,5,73,8861.643835616438,-196.65239987771324
99,99,9,1,100,100,0.65,0.9,6428,2,73,8805.479452054795,-196.63128749423166
100,100,10,32,100,100,0.65,0.0,2,18,6442,0.03104625892579944,99.90689013035382
101,101,10,37,100,100,0.65,0.1,661,12,5808,11.380853994490359,69.34611222754677
102,102,10,48,100,100,0.65,0.2,1284,3,5168,24.845201238390093,40.297582145071296
103,103,10,51,100,100,0.65,0.30000000000000004,2248,6,4194,53.6003814973772,-4.687985097795715
104,104,10,60,100,100,0.65,0.4,5164,8,1298,397.84283513097074,-139.74001857010214
105,105,10,13,100,100,0.65,0.5,6230,1,286,2178.3216783216785,-186.83241252302025
106,106,10,6,100,100,0.65,0.6000000000000001,6399,1,141,4538.297872340426,-193.5321100917431
107,107,10,3,100,100,0.65,0.7000000000000001,6456,1,95,6795.789473684211,-195.64951915738055
108,108,10,1,100,100,0.65,0.8,6392,8,76,8410.526315789473,-196.47495361781074
109,109,10,2,100,100,0.65,0.9,6417,1,80,8021.250000000001,-196.3059873787902
110,110,11,33,100,100,0.65,0.0,9,1,6510,0.1382488479262673,99.58582604693972
111,111,11,38,100,100,0.65,0.1,714,8,5737,12.445529022137006,66.7958456053325
112,112,11,45,100,100,0.65,0.2,1361,2,5105,26.66013712047013,36.85431487782246
113,113,11,58,100,100,0.65,0.30000000000000004,2136,2,4367,48.912296771238836,1.4608642165154544
114,114,11,36,100,100,0.65,0.4,5887,1,599,982.8046744574291,-172.29417206290472
115,115,11,14,100,100,0.65,0.5,6287,3,213,2951.6431924882627,-190.16923076923078
116,116,11,2,100,100,0.65,0.6000000000000001,6365,4,101,6301.980198019802,-195.31394989174143
117,117,11,3,100,100,0.65,0.7000000000000001,6375,1,86,7412.790697674419,-196.00681009131713
118,118,11,2,100,100,0.65,0.8,6366,2,87,7317.241379310344,-195.95536959553698
119,119,11,1,100,100,0.65,0.9,6431,3,69,9320.289855072464,-196.8153846153846
120,120,12,33,100,100,0.65,0.0,7,1,6535,0.10711553175210406,99.67899724854784
121,121,12,40,100,100,0.65,0.1,672,3,5791,11.604213434639957,68.80705554695962
122,122,12,51,100,100,0.65,0.2,1411,1,5091,27.715576507562368,34.89695478314365
123,123,12,60,100,100,0.65,0.30000000000000004,3225,52,3207,100.56127221702526,-50.41977611940298
124,124,12,60,100,100,0.65,0.4,4332,6,2236,193.73881932021467,-97.86845310596833
125,125,12,9,100,100,0.65,0.5,6262,2,263,2380.9885931558933,-187.90804597701148
126,126,12,6,100,100,0.65,0.6000000000000001,6362,1,153,4158.169934640523,-192.95471987720646
127,127,12,4,100,100,0.65,0.7000000000000001,6415,1,99,6479.797979797979,-195.44058949953947
128,128,12,3,100,100,0.65,0.8,6435,1,80,8043.75,-196.31619339984653
129,129,12,0,100,100,0.65,0.9,6500,55,0,100.0,-200.0
130,130,13,32,100,100,0.65,0.0,5,1,6475,0.07722007722007722,99.76851851851852
131,131,13,37,100,100,0.65,0.1,666,1,5878,11.330384484518543,69.46821515892421
132,132,13,44,100,100,0.65,0.2,1385,3,5123,27.034940464571537,36.15550092194223
133,133,13,60,100,100,0.65,0.30000000000000004,2637,17,3849,68.51130163678877,-21.970397779833487
134,134,13,20,100,100,0.65,0.4,6047,1,551,1097.4591651542648,-174.9469536223098
135,135,13,6,100,100,0.65,0.5,6214,2,278,2235.2517985611507,-187.15341959334566
136,136,13,7,100,100,0.65,0.6000000000000001,6339,1,186,3408.064516129032,-191.44827586206895
137,137,13,9,100,100,0.65,0.7000000000000001,6352,1,104,6107.692307692308,-195.16728624535315
138,138,13,1,100,100,0.65,0.8,6445,2,72,8951.388888888889,-196.68559152984503
139,139,13,0,100,100,0.65,0.9,6483,64,0,100.0,-200.0
140,140,14,34,100,100,0.65,0.0,5,5,6428,0.0777846919726198,99.76682729675113
141,141,14,39,100,100,0.65,0.1,721,4,5786,12.461113031455238,66.75887505763023
142,142,14,44,100,100,0.65,0.2,1246,2,5285,23.576158940397352,42.765273311897104
143,143,14,50,100,100,0.65,0.30000000000000004,2208,4,4363,50.6073802429521,-0.8065743418049004
144,144,14,21,100,100,0.65,0.4,5736,2,740,775.1351351351351,-165.7195799876467
145,145,14,14,100,100,0.65,0.5,6155,2,308,1998.3766233766232,-185.70323379235649
146,146,14,6,100,100,0.65,0.6000000000000001,6313,1,140,4509.285714285714,-193.49139934913993
147,147,14,4,100,100,0.65,0.7000000000000001,6437,1,108,5960.185185185185,-195.0496562261268
148,148,14,2,100,100,0.65,0.8,6357,1,91,6985.714285714286,-195.76612903225808
149,149,14,2,100,100,0.65,0.9,6524,1,73,8936.986301369863,-196.68030923146884
150,150,15,31,100,100,0.65,0.0,7,2,6486,0.10792476102374346,99.67657477283228
151,151,15,35,100,100,0.65,0.1,674,9,5879,11.464534784827352,69.14390355562338
152,152,15,46,100,100,0.65,0.2,1325,2,5173,25.613763773439008,38.827331486611264
153,153,15,55,100,100,0.65,0.30000000000000004,2199,1,4319,50.91456355637879,-1.2120282295182572
154,154,15,55,100,100,0.65,0.4,5191,1,1325,391.77358490566036,-138.9963167587477
155,155,15,8,100,100,0.65,0.5,6259,1,190,3294.210526315789,-191.16142037525196
156,156,15,11,100,100,0.65,0.6000000000000001,6376,1,162,3935.8024691358023,-192.56653410829
157,157,15,4,100,100,0.65,0.7000000000000001,6377,2,137,4654.744525547445,-193.69051274178693
158,158,15,2,100,100,0.65,0.8,6414,1,71,9033.802816901409,-196.71549730146492
159,159,15,2,100,100,0.65,0.9,6454,1,77,8381.818181818182,-196.46302250803856
160,160,16,33,100,100,0.65,0.0,0,3,6476,0.0,100.0
161,161,16,39,100,100,0.65,0.1,683,1,5799,11.777892740127609,68.38938599197778
162,162,16,46,100,100,0.65,0.2,1350,10,5139,26.26970227670753,37.586685159500696
163,163,16,60,100,100,0.65,0.30000000000000004,2271,8,4264,53.25984990619137,-4.254016832440704
164,164,16,35,100,100,0.65,0.4,5239,2,1249,419.45556445156126,-142.24722564734896
165,165,16,17,100,100,0.65,0.5,6186,1,275,2249.4545454545455,-187.23107878037456
166,166,16,7,100,100,0.65,0.6000000000000001,6318,1,148,4268.918918918918,-193.1333127126508
167,167,16,3,100,100,0.65,0.7000000000000001,6377,1,92,6931.521739130434,-195.73349822229093
168,168,16,2,100,100,0.65,0.8,6380,1,77,8285.714285714286,-196.42248722316867
169,169,16,2,100,100,0.65,0.9,6391,1,77,8300.0,-196.42857142857142
170,170,17,34,100,100,0.65,0.0,14,1,6565,0.21325209444021326,99.36160510715915
171,171,17,36,100,100,0.65,0.1,661,2,5775,11.445887445887445,69.18893722809199
172,172,17,45,100,100,0.65,0.2,1357,6,5128,26.462558502340094,37.224363916730915
173,173,17,60,100,100,0.65,0.30000000000000004,2292,2,4156,55.14918190567853,-6.637717121588089
174,174,17,60,100,100,0.65,0.4,4672,19,1831,255.16111414527583,-115.53129324926957
175,175,17,9,100,100,0.65,0.5,6174,1,275,2245.090909090909,-187.2073189641805
176,176,17,6,100,100,0.65,0.6000000000000001,6266,1,160,3916.25,-192.53034547152194
177,177,17,4,100,100,0.65,0.7000000000000001,6492,1,98,6624.489795918367,-195.53869499241273
178,178,17,2,100,100,0.65,0.8,6494,1,86,7551.162790697674,-196.0790273556231
179,179,17,1,100,100,0.65,0.9,6480,6,73,8876.712328767124,-196.6580192278346
180,180,18,33,100,100,0.65,0.0,5,8,6502,0.07689941556444171,99.76947902259106
181,181,18,38,100,100,0.65,0.1,661,4,5803,11.390660003446493,69.32240099009901
182,182,18,44,100,100,0.65,0.2,1333,1,5116,26.055512118842845,37.99038610637308
183,183,18,60,100,100,0.65,0.30000000000000004,2873,46,3501,82.06226792345043,-35.22121117037967
184,184,18,16,100,100,0.65,0.4,6128,1,404,1516.8316831683167,-181.4451928965095
185,185,18,14,100,100,0.65,0.5,6057,2,394,1537.3096446700508,-181.6772593396373
186,186,18,6,100,100,0.65,0.6000000000000001,6390,1,152,4203.9473684210525,-193.02965453989606
187,187,18,3,100,100,0.65,0.7000000000000001,6380,1,102,6254.901960784314,-195.27923480407281
188,188,18,2,100,100,0.65,0.8,6365,2,83,7668.674698795181,-196.13833746898263
189,189,18,2,100,100,0.65,0.9,6447,1,82,7862.195121951219,-196.23219482309696
190,190,19,33,100,100,0.65,0.0,5,1,6490,0.07704160246533129,99.76905311778292
191,191,19,43,100,100,0.65,0.1,682,1,5885,11.588785046728972,68.84422110552764
192,192,19,44,100,100,0.65,0.2,1328,5,5169,25.691623137937707,38.679390487917495
193,193,19,60,100,100,0.65,0.30000000000000004,2179,2,4343,50.17269168777343,-0.22999080036798528
194,194,19,47,100,100,0.65,0.4,5106,3,1401,364.4539614561028,-135.40802213001385
195,195,19,22,100,100,0.65,0.5,6084,1,350,1738.2857142857144,-183.68044762200807
196,196,19,7,100,100,0.65,0.6000000000000001,6432,1,163,3946.01226993865,-192.58529188779377
197,197,19,3,100,100,0.65,0.7000000000000001,6377,3,112,5693.75,-194.8220064724919
198,198,19,3,100,100,0.65,0.8,6466,1,79,8184.810126582279,-196.3789152024446
199,199,19,1,100,100,0.65,0.9,6406,2,63,10168.253968253968,-197.07837378265575
200,200,20,36,100,100,0.65,0.0,4,1,6474,0.06178560395427865,99.8147576412473
201,201,20,38,100,100,0.65,0.1,680,1,5907,11.511765701709836,69.02990739335054
202,202,20,50,100,100,0.65,0.2,1350,4,5133,26.30040911747516,37.52892179546507
203,203,20,57,100,100,0.65,0.30000000000000004,2379,3,4089,58.180484225972116,-10.343228200371058
204,204,20,60,100,100,0.65,0.4,5031,7,1375,365.8909090909091,-135.60724320949112
205,205,20,10,100,100,0.65,0.5,6224,1,273,2279.8534798534797,-187.3941819301216
206,206,20,8,100,100,0.65,0.6000000000000001,6257,1,155,4036.774193548387,-192.747972551466
207,207,20,3,100,100,0.65,0.7000000000000001,6329,1,99,6392.929292929292,-195.3795892968264
208,208,20,4,100,100,0.65,0.8,6428,3,107,6007.476635514018,-195.08798775822493
209,209,20,1,100,100,0.65,0.9,6401,2,72,8890.277777777777,-196.66306194963695
210,210,21,35,100,100,0.65,0.0,11,3,6472,0.1699629171817058,99.4909763998149
211,211,21,37,100,100,0.65,0.1,657,2,5839,11.251926699777359,69.65825123152709
212,212,21,46,100,100,0.65,0.2,1356,1,5096,26.609105180533753,36.949783013019214
213,213,21,52,100,100,0.65,0.30000000000000004,2153,2,4410,48.82086167800453,1.5846411701965564
214,214,21,33,100,100,0.65,0.4,5818,1,604,963.2450331125827,-171.78449081283088
215,215,21,16,100,100,0.65,0.5,6147,1,352,1746.3068181818182,-183.7513463609786
216,216,21,4,100,100,0.65,0.6000000000000001,6276,2,134,4683.582089552239,-193.7285491419657
217,217,21,4,100,100,0.65,0.7000000000000001,6396,2,112,5710.714285714285,-194.83712354025815
218,218,21,4,100,100,0.65,0.8,6427,1,74,8685.135135135135,-196.5851407475773
219,219,21,2,100,100,0.65,0.9,6455,2,68,9492.64705882353,-196.8726046297716
220,220,22,33,100,100,0.65,0.0,4,1,6435,0.06216006216006216,99.81363565771082
221,221,22,39,100,100,0.65,0.1,653,1,5898,11.0715496778569,70.09616852388947
222,222,22,43,100,100,0.65,0.2,1398,3,5013,27.88749251944943,34.581188582124476
223,223,22,60,100,100,0.65,0.30000000000000004,2333,16,4154,56.162734713529126,-7.8927084939109
224,224,22,34,100,100,0.65,0.4,5854,2,660,886.9696969696969,-169.60392999692968
225,225,22,6,100,100,0.65,0.5,6347,1,153,4148.366013071895,-192.93846153846155
226,226,22,6,100,100,0.65,0.6000000000000001,6292,2,153,4112.418300653595,-192.87820015515905
227,227,22,2,100,100,0.65,0.7000000000000001,6365,3,96,6630.208333333333,-195.54248568333074
228,228,22,2,100,100,0.65,0.8,6482,3,75,8642.666666666666,-196.5685526917798
229,229,22,2,100,100,0.65,0.9,6394,1,76,8413.157894736842,-196.4760432766615
230,230,23,33,100,100,0.65,0.0,7,1,6427,0.10891551268087755,99.67360895244016
231,231,23,38,100,100,0.65,0.1,665,1,5864,11.34038199181446,69.44401899218869
232,232,23,47,100,100,0.65,0.2,1403,2,5183,27.069264904495466,36.09170968721531
233,233,23,60,100,100,0.65,0.30000000000000004,2220,15,4242,52.33380480905233,-3.064066852367688
234,234,23,60,100,100,0.65,0.4,5055,10,1455,347.42268041237116,-132.94930875576037
235,235,23,23,100,100,0.65,0.5,6024,1,399,1509.7744360902257,-181.36384866884634
236,236,23,10,100,100,0.65,0.6000000000000001,6400,1,178,3595.5056179775283,-191.8820310124658
237,237,23,3,100,100,0.65,0.7000000000000001,6373,3,96,6638.541666666667,-195.54799814499924
238,238,23,2,100,100,0.65,0.8,6408,1,88,7281.818181818181,-195.935960591133
239,239,23,1,100,100,0.65,0.9,6500,3,66,9848.484848484848,-196.98446542796222
240,240,24,32,100,100,0.65,0.0,8,8,6489,0.12328556017876408,99.63059873787901
241,241,24,35,100,100,0.65,0.1,633,7,5842,10.835330366312906,70.67181467181467
242,242,24,43,100,100,0.65,0.2,1316,5,5234,25.143293847917462,39.725190839694655
243,243,24,58,100,100,0.65,0.30000000000000004,2149,1,4428,48.532068654019874,1.9765850691804774
244,244,24,45,100,100,0.65,0.4,5458,1,1173,465.3026427962489,-146.93108128487407
245,245,24,4,100,100,0.65,0.5,6302,2,153,4118.954248366013,-192.8892331525949
246,246,24,5,100,100,0.65,0.6000000000000001,6406,2,128,5004.6875,-194.1230486685032
247,247,24,2,100,100,0.65,0.7000000000000001,6364,2,102,6239.21568627451,-195.2675533560161
248,248,24,3,100,100,0.65,0.8,6478,2,72,8997.222222222223,-196.70229007633588
249,249,24,1,100,100,0.65,0.9,6511,5,72,9043.055555555557,-196.71882120613702
250,250,25,35,100,100,0.65,0.0,4,1,6504,0.06150061500615006,99.81561155500923
251,251,25,43,100,100,0.65,0.1,653,1,5809,11.2411774832157,69.68430826369544
252,252,25,51,100,100,0.65,0.2,1360,1,5197,26.16894362131999,37.7764221442733
253,253,25,59,100,100,0.65,0.30000000000000004,2160,2,4376,49.36014625228519,0.8567931456548347
254,254,25,60,100,100,0.65,0.4,4561,6,1919,237.67587285044294,-111.1574074074074
255,255,25,11,100,100,0.65,0.5,6200,1,249,2489.9598393574297,-188.41680880756707
256,256,25,4,100,100,0.65,0.6000000000000001,6340,1,163,3889.570552147239,-192.48039366446255
257,257,25,4,100,100,0.65,0.7000000000000001,6342,1,113,5612.3893805309735,-194.7482571649884
258,258,25,2,100,100,0.65,0.8,6462,1,89,7260.6741573033705,-195.92428636849334
259,259,25,1,100,100,0.65,0.9,6444,2,67,9617.910447761195,-196.9129166026724
260,260,26,34,100,100,0.65,0.0,4,2,6500,0.06153846153846154,99.81549815498155
261,261,26,38,100,100,0.65,0.1,685,5,5787,11.836875756004838,68.2478368355995
262,262,26,43,100,100,0.65,0.2,1326,1,5179,25.603398339447768,38.84704073789393
263,263,26,60,100,100,0.65,0.30000000000000004,2214,5,4333,51.096238172167084,-1.45104628073927
264,264,26,15,100,100,0.65,0.4,5982,2,522,1145.977011494253,-175.92250922509226
265,265,26,9,100,100,0.65,0.5,6265,1,200,3132.5,-190.71925754060322
266,266,26,3,100,100,0.65,0.6000000000000001,6431,4,128,5024.21875,-194.14544900137216
267,267,26,5,100,100,0.65,0.7000000000000001,6401,1,113,5664.601769911505,-194.79582437826218
268,268,26,2,100,100,0.65,0.8,6502,1,73,8906.849315068494,-196.66920152091254
269,269,26,3,100,100,0.65,0.9,6431,1,65,9893.846153846154,-196.9981527093596
270,270,27,32,100,100,0.65,0.0,4,21,6504,0.06150061500615006,99.81561155500923
271,271,27,39,100,100,0.65,0.1,637,3,5862,10.866598430569772,70.59547622711186
272,272,27,41,100,100,0.65,0.2,1386,2,5177,26.77226192775739,36.644827060795365
273,273,27,60,100,100,0.65,0.30000000000000004,2329,7,4161,55.97212208603701,-7.657935285053929
274,274,27,53,100,100,0.65,0.4,4495,2,2028,221.64694280078896,-106.73003219377586
275,275,27,15,100,100,0.65,0.5,6144,2,332,1850.602409638554,-184.6201358863496
276,276,27,8,100,100,0.65,0.6000000000000001,6311,1,180,3506.111111111111,-191.68078878447082
277,277,27,2,100,100,0.65,0.7000000000000001,6310,2,106,5952.830188679245,-195.0436408977556
278,278,27,2,100,100,0.65,0.8,6444,2,75,8592.0,-196.54855039116427
279,279,27,1,100,100,0.65,0.9,6395,2,71,9007.042253521126,-196.7058459635014
280,280,28,34,100,100,0.65,0.0,4,1,6460,0.061919504643962855,99.81435643564357
281,281,28,35,100,100,0.65,0.1,609,7,5900,10.322033898305085,71.93117222307575
282,282,28,43,100,100,0.65,0.2,1360,1,5170,26.305609284332686,37.519142419601835
283,283,28,60,100,100,0.65,0.30000000000000004,2215,1,4349,50.93124856288802,-1.23400365630713
284,284,28,42,100,100,0.65,0.4,5313,2,1148,462.8048780487805,-146.6955579631636
285,285,28,10,100,100,0.65,0.5,6258,1,263,2379.467680608365,-187.90062873792363
286,286,28,7,100,100,0.65,0.6000000000000001,6274,1,170,3690.5882352941176,-192.0856610800745
287,287,28,5,100,100,0.65,0.7000000000000001,6428,1,118,5447.457627118644,-194.59211732355638
288,288,28,2,100,100,0.65,0.8,6379,3,100,6379.0,-195.36965581108197
289,289,28,1,100,100,0.65,0.9,6389,2,65,9829.23076923077,-196.9786179113728
290,290,29,33,100,100,0.65,0.0,9,8,6454,0.13944840409048653,99.58223735107535
291,291,29,39,100,100,0.65,0.1,583,1,5823,10.012021294865189,72.69747112082423
292,292,29,46,100,100,0.65,0.2,1409,3,5074,27.769018525817895,34.79870430356316
293,293,29,60,100,100,0.65,0.30000000000000004,2479,10,3917,63.288230788869036,-16.27579737335835
294,294,29,60,100,100,0.65,0.4,4737,14,1736,272.86866359447004,-119.5427158968021
295,295,29,11,100,100,0.65,0.5,6293,4,231,2724.242424242424,-189.37768240343345
296,296,29,19,100,100,0.65,0.6000000000000001,6284,2,179,3510.6145251396647,-191.69116509360978
297,297,29,4,100,100,0.65,0.7000000000000001,6466,2,112,5773.214285714285,-194.89206445728183
298,298,29,1,100,100,0.65,0.8,6405,2,71,9021.12676056338,-196.71093267449044
299,299,29,1,100,100,0.65,0.9,6436,2,66,9751.515151515152,-196.95478314364811
300,300,30,33,100,100,0.65,0.0,5,12,6449,0.07753140021708792,99.76758599318252
301,301,30,38,100,100,0.65,0.1,673,12,5778,11.647628937348564,68.7025267400403
302,302,30,48,100,100,0.65,0.2,1329,1,5124,25.936768149882905,38.214783821478385
303,303,30,59,100,100,0.65,0.30000000000000004,2124,1,4365,48.65979381443299,1.8030513176144243
304,304,30,20,100,100,0.65,0.4,5807,1,670,866.7164179104478,-168.96711440481704
305,305,30,20,100,100,0.65,0.5,6158,2,283,2175.971731448763,-186.81881695388915
