,RunId,iteration,Step,width,height,density,health_percentage,Fine,On Fire,Burned Out,arvores_recuperaveis,arvores_irrecuperaveis
661,661,66,36,100,100,0.65,0.1,687,19,5829,11.785898095728255,68.37016574585635
662,662,66,45,100,100,0.65,0.2,1319,2,5140,25.661478599221788,38.73664653971203
663,663,66,60,100,100,0.65,0.30000000000000004,2312,1,4246,54.45124823363165,-5.763952424519671
664,664,66,33,100,100,0.65,0.4,5688,1,841,676.3376932223543,-161.3570225149334
665,665,66,6,100,100,0.65,0.5,6413,1,166,3863.2530120481933,-192.43046055631555
666,666,66,5,100,100,0.65,0.6000000000000001,6332,1,163,3884.662576687116,-192.47113163972287
667,667,66,5,100,100,0.65,0.7000000000000001,6310,1,130,4853.846153846154,-193.944099378882
668,668,66,3,100,100,0.65,0.8,6460,3,78,8282.051282051281,-196.4209238299174
669,669,66,1,100,100,0.65,0.9,6429,1,67,9595.522388059702,-196.9057881773399
670,670,67,32,100,100,0.65,0.0,7,5,6588,0.10625379477838494,99.68157695223654
671,671,67,40,100,100,0.65,0.1,705,1,5846,12.059527882312693,67.71485269424515
672,672,67,43,100,100,0.65,0.2,1391,1,5141,27.056992802956625,36.11451316595223
673,673,67,60,100,100,0.65,0.30000000000000004,2781,20,3640,76.40109890109889,-29.933032237969165
674,674,67,39,100,100,0.65,0.4,5619,4,919,611.4254624591948,-157.8311410217192
675,675,67,6,100,100,0.65,0.5,6252,3,211,2963.0331753554506,-190.20578678632214
676,676,67,6,100,100,0.65,0.6000000000000001,6414,1,159,4033.9622641509436,-192.74303970789595
677,677,67,3,100,100,0.65,0.7000000000000001,6374,1,98,6504.081632653062,-195.45735475896169
678,678,67,1,100,100,0.65,0.8,6393,4,78,8196.153846153848,-196.38386648122392
679,679,67,1,100,100,0.65,0.9,6437,2,72,8940.277777777777,-196.68151789829466
680,680,68,33,100,100,0.65,0.0,2,4,6530,0.030627871362940276,99.90814451928965
681,681,68,38,100,100,0.65,0.1,654,1,5814,11.248710010319918,69.6660482374768
682,682,68,55,100,100,0.65,0.2,1338,2,5182,25.82014666152065,38.43558282208589
683,683,68,60,100,100,0.65,0.30000000000000004,2231,8,4280,52.126168224299064,-2.795269543848871
684,684,68,60,100,100,0.65,0.4,4671,2,1781,262.2683885457608,-117.18846869187848
685,685,68,15,100,100,0.65,0.5,6048,4,472,1281.3559322033898,-178.28220858895705
686,686,68,2,100,100,0.65,0.6000000000000001,6443,3,99,6508.080808080808,-195.4601039437481
687,687,68,4,100,100,0.65,0.7000000000000001,6436,2,110,5850.909090909091,-194.95875343721357
688,688,68,3,100,100,0.65,0.8,6325,1,93,6801.075268817205,-195.65285135556246
689,689,68,1,100,100,0.65,0.9,6428,2,65,9889.23076923077,-196.99676574772832
690,690,69,38,100,100,0.65,0.0,7,3,6565,0.10662604722010663,99.68046256847231
691,691,69,41,100,100,0.65,0.1,638,2,5903,10.808063696425545,70.73841920195689
692,692,69,44,100,100,0.65,0.2,1374,1,5078,27.057896809767623,36.112833230006196
693,693,69,60,100,100,0.65,0.30000000000000004,2293,1,4235,54.14403778040142,-5.376838235294118
694,694,69,41,100,100,0.65,0.4,5551,1,868,639.516129032258,-159.43293347873498
695,695,69,22,100,100,0.65,0.5,6197,1,280,2213.214285714286,-187.03103288559518
696,696,69,6,100,100,0.65,0.6000000000000001,6306,1,133,4741.353383458647,-193.80338561888493
697,697,69,4,100,100,0.65,0.7000000000000001,6341,1,108,5871.2962962962965,-194.9759652659327
698,698,69,4,100,100,0.65,0.8,6356,2,81,7846.913580246914,-196.2249495106416
699,699,69,1,100,100,0.65,0.9,6438,1,71,9067.605633802817,-196.72760792748502
700,700,70,35,100,100,0.65,0.0,12,7,6418,0.1869741352446245,99.44012441679627
701,701,70,36,100,100,0.65,0.1,660,1,5770,11.438474870017332,69.20684292379471
702,702,70,44,100,100,0.65,0.2,1361,2,5086,26.759732599292175,36.668217775709635
703,703,70,53,100,100,0.65,0.30000000000000004,2224,1,4375,50.83428571428571,-1.1062282163964237
704,704,70,60,100,100,0.65,0.4,5119,10,1315,389.27756653992395,-138.68511035125894
705,705,70,8,100,100,0.65,0.5,6385,2,212,3011.7924528301887,-190.35925420645748
706,706,70,8,100,100,0.65,0.6000000000000001,6250,1,198,3156.5656565656564,-190.787841191067
707,707,70,4,100,100,0.65,0.7000000000000001,6438,2,129,4990.697674418605,-194.10689812699863
708,708,70,1,100,100,0.65,0.8,6420,4,75,8560.0,-196.53579676674363
709,709,70,2,100,100,0.65,0.9,6389,1,74,8633.783783783783,-196.56506266439735
710,710,71,32,100,100,0.65,0.0,1,4,6520,0.015337423312883437,99.95399478607575
711,711,71,41,100,100,0.65,0.1,690,1,5861,11.772735028152193,68.40177072202717
712,712,71,46,100,100,0.65,0.2,1497,1,5048,29.65530903328051,31.382734912146677
713,713,71,60,100,100,0.65,0.30000000000000004,2143,7,4363,49.11757964703186,1.1835229019366738
714,714,71,60,100,100,0.65,0.4,4441,6,2044,217.27005870841487,-105.44333076329993
715,715,71,17,100,100,0.65,0.5,6119,1,344,1778.7790697674418,-184.0321831966579
716,716,71,6,100,100,0.65,0.6000000000000001,6308,2,147,4291.156462585034,-193.16808675445392
717,717,71,3,100,100,0.65,0.7000000000000001,6411,1,108,5936.111111111111,-195.02991256327658
718,718,71,2,100,100,0.65,0.8,6452,1,83,7773.493975903613,-196.18974751338945
719,719,71,1,100,100,0.65,0.9,6446,4,70,9208.57142857143,-196.77716390423572
720,720,72,33,100,100,0.65,0.0,4,5,6400,0.0625,99.81261711430356
721,721,72,39,100,100,0.65,0.1,670,1,5745,11.66231505657093,68.6671862821512
722,722,72,47,100,100,0.65,0.2,1391,2,5129,27.120296354065122,35.99693251533742
723,723,72,59,100,100,0.65,0.30000000000000004,2162,5,4394,49.20345926263086,1.0677242220866383
724,724,72,44,100,100,0.65,0.4,5667,2,923,613.9761646803901,-157.98179059180578
725,725,72,20,100,100,0.65,0.5,6057,2,394,1537.3096446700508,-181.6772593396373
726,726,72,3,100,100,0.65,0.6000000000000001,6296,1,133,4733.834586466165,-193.79374708352776
727,727,72,3,100,100,0.65,0.7000000000000001,6347,1,100,6347.0,-195.34667287110284
728,728,72,2,100,100,0.65,0.8,6382,1,84,7597.619047619048,-196.10269099907208
729,729,72,2,100,100,0.65,0.9,6400,2,73,8767.123287671233,-196.61671558782638
730,730,73,34,100,100,0.65,0.0,9,2,6453,0.1394700139470014,99.58217270194986
731,731,73,36,100,100,0.65,0.1,636,8,5899,10.78148838786235,70.80336648814078
732,732,73,47,100,100,0.65,0.2,1411,3,5086,27.742823436885566,34.84685239341234
733,733,73,58,100,100,0.65,0.30000000000000004,2188,1,4393,49.80651035738675,0.2583194043458441
734,734,73,60,100,100,0.65,0.4,4198,9,2307,181.96792371044648,-93.60491929285165
735,735,73,13,100,100,0.65,0.5,6265,2,206,3041.2621359223303,-190.44969865554012
736,736,73,14,100,100,0.65,0.6000000000000001,6348,1,195,3255.3846153846152,-191.05914718019255
737,737,73,2,100,100,0.65,0.7000000000000001,6358,1,92,6910.869565217391,-195.72093023255815
738,738,73,2,100,100,0.65,0.8,6387,1,71,8995.774647887323,-196.70176525240012
739,739,73,1,100,100,0.65,0.9,6361,3,68,9354.411764705883,-196.82687820811947
740,740,74,32,100,100,0.65,0.0,8,4,6488,0.12330456226880394,99.63054187192118
741,741,74,37,100,100,0.65,0.1,678,1,5913,11.466260781329273,69.13973600364133
742,742,74,46,100,100,0.65,0.2,1267,2,5163,24.53999612628317,40.88646967340591
743,743,74,58,100,100,0.65,0.30000000000000004,2408,4,4080,59.01960784313726,-11.344019728729963
744,744,74,20,100,100,0.65,0.4,5786,1,710,814.9295774647887,-167.21059113300493
745,745,74,18,100,100,0.65,0.5,6173,4,425,1452.4705882352941,-180.67596241285239
746,746,74,4,100,100,0.65,0.6000000000000001,6305,1,122,5168.0327868852455,-194.30527462268554
747,747,74,2,100,100,0.65,0.7000000000000001,6345,1,100,6345.0,-195.34522885958108
748,748,74,2,100,100,0.65,0.8,6482,3,76,8528.947368421052,-196.52333028362307
749,749,74,1,100,100,0.65,0.9,6429,3,59,10896.610169491525,-197.2718865598027
750,750,75,34,100,100,0.65,0.0,3,1,6523,0.0459911083857121,99.86209010113393
751,751,75,39,100,100,0.65,0.1,615,3,5808,10.58884297520661,71.27510509107894
752,752,75,43,100,100,0.65,0.2,1329,1,5189,25.611871266139914,38.83092973304695
753,753,75,60,100,100,0.65,0.30000000000000004,2208,2,4343,50.84043288049735,-1.1143336895130516
754,754,75,23,100,100,0.65,0.4,5701,1,863,660.6025492468134,-160.55758683729434
755,755,75,10,100,100,0.65,0.5,6345,1,150,4230.0,-193.07159353348732
756,756,75,4,100,100,0.65,0.6000000000000001,6316,1,132,4784.848484848485,-193.85856079404468
757,757,75,5,100,100,0.65,0.7000000000000001,6442,1,107,6020.560747663551,-195.0984883188273
758,758,75,2,100,100,0.65,0.8,6426,1,76,8455.263157894737,-196.49338665026147
759,759,75,1,100,100,0.65,0.9,6463,2,77,8393.506493506493,-196.46788990825686
760,760,76,36,100,100,0.65,0.0,2,1,6523,0.030660738923808065,99.9080459770115
761,761,76,37,100,100,0.65,0.1,628,7,5833,10.766329504543117,70.84042717845534
762,762,76,56,100,100,0.65,0.2,1357,1,5079,26.717857846032683,36.74642635177129
763,763,76,58,100,100,0.65,0.30000000000000004,2235,2,4266,52.390998593530234,-3.137978772496539
764,764,76,21,100,100,0.65,0.4,5830,3,745,782.5503355704698,-166.00760456273764
765,765,76,11,100,100,0.65,0.5,6259,3,212,2952.3584905660377,-190.17153453871117
766,766,76,14,100,100,0.65,0.6000000000000001,6311,1,177,3565.5367231638415,-191.81565967940816
767,767,76,5,100,100,0.65,0.7000000000000001,6375,1,121,5268.595041322314,-194.4119458128079
768,768,76,2,100,100,0.65,0.8,6383,1,84,7598.809523809524,-196.10329364465747
769,769,76,2,100,100,0.65,0.9,6528,1,77,8477.922077922078,-196.50264950794855
770,770,77,35,100,100,0.65,0.0,5,1,6467,0.07731560228854183,99.76823238566132
771,771,77,41,100,100,0.65,0.1,651,1,5788,11.247408431237043,69.6692032924367
772,772,77,43,100,100,0.65,0.2,1404,3,5054,27.77997625643055,34.77856921647569
773,773,77,60,100,100,0.65,0.30000000000000004,3093,3,3319,93.19072009641458,-44.713038053649406
774,774,77,36,100,100,0.65,0.4,5557,1,864,643.1712962962963,-159.63245600373773
775,775,77,18,100,100,0.65,0.5,6209,2,324,1916.358024691358,-185.12168988213685
776,776,77,3,100,100,0.65,0.6000000000000001,6403,8,125,5122.4,-194.25551470588235
777,777,77,5,100,100,0.65,0.7000000000000001,6482,2,140,4630.0,-193.65750528541227
778,778,77,1,100,100,0.65,0.8,6484,2,61,10629.508196721312,-197.20397249809014
779,779,77,1,100,100,0.65,0.9,6320,9,65,9723.076923076922,-196.94596711041504
780,780,78,32,100,100,0.65,0.0,11,4,6429,0.17109970446414685,99.48757763975155
781,781,78,38,100,100,0.65,0.1,704,7,5713,12.322772623840365,67.08742402992053
782,782,78,46,100,100,0.65,0.2,1295,2,5121,25.288029681702795,39.44825436408978
783,783,78,60,100,100,0.65,0.30000000000000004,3017,16,3500,86.2,-38.88292158968851
784,784,78,60,100,100,0.65,0.4,4027,5,2546,158.16967792615867,-83.79735280693748
785,785,78,12,100,100,0.65,0.5,6127,1,291,2105.4982817869413,-186.39763166095358
786,786,78,4,100,100,0.65,0.6000000000000001,6379,1,108,5906.481481481482,-195.005395406197
787,787,78,3,100,100,0.65,0.7000000000000001,6329,2,94,6732.978723404256,-195.60952825782346
788,788,78,3,100,100,0.65,0.8,6411,1,71,9029.577464788732,-196.7139771675409
789,789,78,1,100,100,0.65,0.9,6413,1,57,11250.877192982456,-197.35703245749613
790,790,79,33,100,100,0.65,0.0,3,4,6459,0.046446818392940084,99.86072423398329
791,791,79,41,100,100,0.65,0.1,696,2,5842,11.913728175282436,68.06362802080147
792,792,79,45,100,100,0.65,0.2,1271,1,5228,24.311400153022188,41.329435297738115
793,793,79,60,100,100,0.65,0.30000000000000004,2474,2,3964,62.4117053481332,-15.284249767008387
794,794,79,23,100,100,0.65,0.4,5891,1,621,948.6312399355878,-171.39127764127764
795,795,79,10,100,100,0.65,0.5,6192,2,337,1837.3887240356084,-184.51523969980087
796,796,79,5,100,100,0.65,0.6000000000000001,6272,1,162,3871.604938271605,-192.44637861361517
797,797,79,4,100,100,0.65,0.7000000000000001,6410,1,111,5774.774774774774,-194.89342125440882
798,798,79,1,100,100,0.65,0.8,6461,6,80,8076.25,-196.33083626356827
799,799,79,1,100,100,0.65,0.9,6428,2,76,8457.894736842105,-196.49446494464945
800,800,80,31,100,100,0.65,0.0,3,1,6566,0.045689917758148034,99.86299284518192
801,801,80,38,100,100,0.65,0.1,672,1,5769,11.648465938637544,68.7005123428039
802,802,80,42,100,100,0.65,0.2,1291,2,5186,24.893945237177014,40.20379805465493
803,803,80,59,100,100,0.65,0.30000000000000004,2238,4,4230,52.90780141843972,-3.803339517625232
804,804,80,36,100,100,0.65,0.4,5238,1,1264,414.3987341772152,-141.6794832359274
805,805,80,9,100,100,0.65,0.5,6244,2,236,2645.762711864407,-189.07407407407408
806,806,80,7,100,100,0.65,0.6000000000000001,6294,2,198,3178.787878787879,-190.85027726432534
807,807,80,3,100,100,0.65,0.7000000000000001,6398,2,81,7898.765432098766,-196.2494212069764
808,808,80,1,100,100,0.65,0.8,6445,5,69,9340.579710144928,-196.82222904513355
809,809,80,1,100,100,0.65,0.9,6404,3,66,9703.030303030304,-196.93972179289025
810,810,81,33,100,100,0.65,0.0,6,4,6555,0.09153318077803205,99.72565157750343
811,811,81,38,100,100,0.65,0.1,650,6,5812,11.183757742601514,69.82358402971217
812,812,81,45,100,100,0.65,0.2,1379,1,5067,27.21531478192224,35.820663977660566
813,813,81,60,100,100,0.65,0.30000000000000004,2388,5,4091,58.37203617697384,-10.572619231362864
814,814,81,30,100,100,0.65,0.4,5674,3,801,708.3645443196006,-162.88803088803087
815,815,81,10,100,100,0.65,0.5,6286,3,205,3066.3414634146343,-190.52534278231397
816,816,81,6,100,100,0.65,0.6000000000000001,6290,1,141,4460.992907801418,-193.4224848390608
817,817,81,2,100,100,0.65,0.7000000000000001,6373,4,82,7771.951219512195,-196.18900077459332
818,818,81,4,100,100,0.65,0.8,6423,1,85,7556.470588235294,-196.0817455439459
819,819,81,2,100,100,0.65,0.9,6422,1,75,8562.666666666666,-196.53686316761582
820,820,82,33,100,100,0.65,0.0,2,3,6487,0.03083089255433945,99.90753582986592
821,821,82,38,100,100,0.65,0.1,636,1,5860,10.853242320819112,70.62807881773398
822,822,82,47,100,100,0.65,0.2,1356,1,5183,26.1624541771175,37.78865269918948
823,823,82,60,100,100,0.65,0.30000000000000004,2372,21,4055,58.495684340320594,-10.720398319589233
824,824,82,21,100,100,0.65,0.4,5743,5,710,808.8732394366197,-166.99209669920967
825,825,82,22,100,100,0.65,0.5,5999,1,420,1428.3333333333333,-180.37077426390405
826,826,82,5,100,100,0.65,0.6000000000000001,6482,2,142,4564.788732394366,-193.56884057971016
827,827,82,4,100,100,0.65,0.7000000000000001,6434,2,99,6498.989898989899,-195.45384968620846
828,828,82,3,100,100,0.65,0.8,6434,1,85,7569.411764705882,-196.0883571099862
829,829,82,1,100,100,0.65,0.9,6411,4,69,9291.304347826088,-196.80555555555554
830,830,83,36,100,100,0.65,0.0,3,1,6486,0.04625346901017577,99.86130374479889
831,831,83,37,100,100,0.65,0.1,688,3,5846,11.768730756072527,68.41138659320477
832,832,83,53,100,100,0.65,0.2,1372,1,5103,26.886145404663925,36.432432432432435
833,833,83,53,100,100,0.65,0.30000000000000004,2113,6,4444,47.54725472547255,3.3246911697422603
834,834,83,24,100,100,0.65,0.4,5844,3,623,938.0417335473516,-171.09942786454306
835,835,83,9,100,100,0.65,0.5,6183,1,267,2315.7303370786517,-187.5813953488372
836,836,83,5,100,100,0.65,0.6000000000000001,6382,3,118,5408.474576271186,-194.55384615384614
837,837,83,2,100,100,0.65,0.7000000000000001,6391,1,93,6872.043010752688,-195.69710055521284
838,838,83,3,100,100,0.65,0.8,6473,3,84,7705.952380952381,-196.15677901479336
839,839,83,1,100,100,0.65,0.9,6398,3,67,9549.253731343284,-196.89095127610207
840,840,84,32,100,100,0.65,0.0,16,15,6409,0.24964893119051335,99.25291828793775
841,841,84,36,100,100,0.65,0.1,704,7,5802,12.13374698379869,67.5376575468798
842,842,84,45,100,100,0.65,0.2,1264,2,5169,24.45347262526601,41.053940618684905
843,843,84,60,100,100,0.65,0.30000000000000004,2155,4,4296,50.162942271880816,-0.21702061695861108
844,844,84,60,100,100,0.65,0.4,5245,10,1192,440.0167785234899,-144.44617057635546
845,845,84,11,100,100,0.65,0.5,6165,2,232,2657.3275862068963,-189.11989995310302
846,846,84,14,100,100,0.65,0.6000000000000001,6350,1,227,2797.356828193833,-189.64573513760072
847,847,84,6,100,100,0.65,0.7000000000000001,6363,2,117,5438.461538461539,-194.58333333333334
848,848,84,2,100,100,0.65,0.8,6444,1,80,8055.0,-196.32127529123238
849,849,84,1,100,100,0.65,0.9,6365,3,62,10266.129032258064,-197.10595923447954
850,850,85,31,100,100,0.65,0.0,7,11,6522,0.10732904017172647,99.67835809465461
851,851,85,38,100,100,0.65,0.1,669,2,5790,11.55440414507772,68.92707849512308
852,852,85,47,100,100,0.65,0.2,1386,2,5073,27.321111768184508,35.624709707385044
853,853,85,51,100,100,0.65,0.30000000000000004,2174,3,4276,50.84190832553789,-1.1162790697674418
854,854,85,60,100,100,0.65,0.4,4717,18,1745,270.3151862464183,-118.9879294336119
855,855,85,8,100,100,0.65,0.5,6167,1,244,2527.4590163934427,-188.58212447356107
856,856,85,4,100,100,0.65,0.6000000000000001,6263,4,127,4931.496062992126,-194.03755868544602
857,857,85,4,100,100,0.65,0.7000000000000001,6393,1,90,7103.333333333333,-195.835261453031
858,858,85,3,100,100,0.65,0.8,6387,1,81,7885.185185185184,-196.2430426716141
859,859,85,1,100,100,0.65,0.9,6405,1,66,9704.545454545454,-196.94019471488178
860,860,86,34,100,100,0.65,0.0,4,2,6563,0.060947737315252166,99.8172681589767
861,861,86,37,100,100,0.65,0.1,647,8,5916,10.936443542934416,70.42511046777389
862,862,86,43,100,100,0.65,0.2,1383,2,5167,26.76601509580027,36.656488549618324
863,863,86,57,100,100,0.65,0.30000000000000004,2251,2,4222,53.31596399810516,-4.325660435655801
864,864,86,40,100,100,0.65,0.4,5810,3,631,920.7606973058637,-170.6101537028412
865,865,86,21,100,100,0.65,0.5,6232,2,269,2316.728624535316,-187.58652514997692
866,866,86,5,100,100,0.65,0.6000000000000001,6352,4,160,3970.0000000000005,-192.62899262899262
867,867,86,2,100,100,0.65,0.7000000000000001,6404,3,101,6340.594059405941,-195.34204458109147
868,868,86,2,100,100,0.65,0.8,6437,1,84,7663.095238095238,-196.13556203036345
869,869,86,2,100,100,0.65,0.9,6432,1,68,9458.823529411766,-196.86153846153846
870,870,87,34,100,100,0.65,0.0,0,2,6512,0.0,100.0
871,871,87,40,100,100,0.65,0.1,642,1,5947,10.795359004540105,70.76946425861283
872,872,87,44,100,100,0.65,0.2,1372,3,5177,26.50183503959822,37.150710032065966
873,873,87,60,100,100,0.65,0.30000000000000004,2236,20,4223,52.948141131896755,-3.855085926614027
874,874,87,59,100,100,0.65,0.4,4316,4,2216,194.7653429602888,-98.22412737293325
875,875,87,9,100,100,0.65,0.5,6282,1,218,2881.6513761467886,-189.93846153846155
876,876,87,4,100,100,0.65,0.6000000000000001,6447,1,108,5969.444444444444,-195.05720823798626
877,877,87,4,100,100,0.65,0.7000000000000001,6415,1,103,6228.155339805825,-195.25928198833998
878,878,87,2,100,100,0.65,0.8,6411,3,77,8325.974025974025,-196.43958076448828
879,879,87,0,100,100,0.65,0.9,6381,65,0,100.0,-200.0
880,880,88,33,100,100,0.65,0.0,8,3,6534,0.12243648607284971,99.6331397126261
881,881,88,37,100,100,0.65,0.1,656,5,5810,11.290877796901894,69.56387256418188
882,882,88,45,100,100,0.65,0.2,1348,1,5162,26.113909337466097,37.88018433179723
883,883,88,60,100,100,0.65,0.30000000000000004,2933,10,3551,82.59645170374542,-35.70326958667489
884,884,88,60,100,100,0.65,0.4,5544,13,1002,553.2934131736527,-154.0788267644363
885,885,88,26,100,100,0.65,0.5,6185,4,368,1680.7065217391305,-183.15275446360445
886,886,88,8,100,100,0.65,0.6000000000000001,6343,1,142,4466.901408450704,-193.43099460292984
887,887,88,3,100,100,0.65,0.7000000000000001,6427,2,82,7837.804878048781,-196.22061760639116
888,888,88,3,100,100,0.65,0.8,6382,2,96,6647.916666666667,-195.55418338993516
889,889,88,1,100,100,0.65,0.9,6436,4,69,9327.536231884058,-196.81783243658722
890,890,89,33,100,100,0.65,0.0,6,2,6447,0.09306654257794324,99.72105997210599
891,891,89,37,100,100,0.65,0.1,690,5,5793,11.910926980838944,68.07033780657103
892,892,89,43,100,100,0.65,0.2,1332,7,5160,25.813953488372093,38.447319778188536
893,893,89,60,100,100,0.65,0.30000000000000004,2439,22,4119,59.21340131099782,-11.573650503202195
894,894,89,29,100,100,0.65,0.4,5552,1,963,576.5316718587746,-155.65617805065236
895,895,89,9,100,100,0.65,0.5,6321,4,208,3038.9423076923076,-190.44264052688007
896,896,89,4,100,100,0.65,0.6000000000000001,6377,1,125,5101.599999999999,-194.2325438326669
897,897,89,1,100,100,0.65,0.7000000000000001,6363,6,86,7398.837209302326,-195.99937974879828
898,898,89,2,100,100,0.65,0.8,6447,3,81,7959.259259259259,-196.27757352941177
899,899,89,2,100,100,0.65,0.9,6439,2,67,9610.44776119403,-196.91054411312635
900,900,90,33,100,100,0.65,0.0,4,4,6505,0.06149116064565719,99.81563988323859
901,901,90,37,100,100,0.65,0.1,628,2,5880,10.680272108843537,71.05101413644745
902,902,90,47,100,100,0.65,0.2,1329,1,5187,25.621746674378254,38.812154696132595
903,903,90,57,100,100,0.65,0.30000000000000004,2103,1,4391,47.893418355727626,2.8487834924545736
904,904,90,46,100,100,0.65,0.4,5751,1,833,690.3961584633853,-162.04434993924664
905,905,90,19,100,100,0.65,0.5,6279,1,207,3033.333333333333,-190.4255319148936
906,906,90,6,100,100,0.65,0.6000000000000001,6491,1,141,4603.54609929078,-193.62183353437877
907,907,90,1,100,100,0.65,0.7000000000000001,6390,7,74,8635.135135135135,-196.56559405940595
908,908,90,4,100,100,0.65,0.8,6366,1,86,7402.325581395348,-196.00123992560447
909,909,90,2,100,100,0.65,0.9,6411,1,72,8904.166666666668,-196.6682091624248
910,910,91,33,100,100,0.65,0.0,4,1,6449,0.06202512017367033,99.81403998140401
911,911,91,38,100,100,0.65,0.1,652,6,5783,11.274425038907141,69.6037296037296
912,912,91,45,100,100,0.65,0.2,1331,5,5238,25.410462008400152,39.214492312376315
913,913,91,60,100,100,0.65,0.30000000000000004,2313,29,4208,54.96673003802282,-6.410059806778101
914,914,91,58,100,100,0.65,0.4,4959,1,1518,326.6798418972332,-129.68967114404816
915,915,91,7,100,100,0.65,0.5,6235,1,196,3181.122448979592,-190.85678743585757
916,916,91,12,100,100,0.65,0.6000000000000001,6271,2,192,3266.1458333333335,-191.08773015627418
917,917,91,4,100,100,0.65,0.7000000000000001,6334,1,95,6667.368421052632,-195.56696220251985
918,918,91,2,100,100,0.65,0.8,6455,1,80,8068.75,-196.327467482785
919,919,91,0,100,100,0.65,0.9,6426,60,0,100.0,-200.0
920,920,92,33,100,100,0.65,0.0,3,1,6485,0.04626060138781804,99.86128236744759
921,921,92,39,100,100,0.65,0.1,698,2,5865,11.901108269394713,68.0938595154655
922,922,92,45,100,100,0.65,0.2,1431,1,5032,28.43799682034976,33.575738820980966
923,923,92,56,100,100,0.65,0.30000000000000004,2384,1,4167,57.21142308615311,-9.174171882155397
924,924,92,40,100,100,0.65,0.4,5057,3,1460,346.3698630136986,-132.79116157741294
925,925,92,11,100,100,0.65,0.5,6249,1,248,2519.7580645161293,-188.54856087424966
926,926,92,5,100,100,0.65,0.6000000000000001,6441,1,128,5032.03125,-194.15436139442838
927,927,92,4,100,100,0.65,0.7000000000000001,6385,4,118,5411.016949152543,-194.55635860372135
928,928,92,3,100,100,0.65,0.8,6330,1,100,6330.0,-195.3343701399689
929,929,92,2,100,100,0.65,0.9,6419,1,69,9302.898550724638,-196.8094944512947
930,930,93,33,100,100,0.65,0.0,13,3,6506,0.19981555487242544,99.40174873446847
931,931,93,36,100,100,0.65,0.1,679,2,5808,11.690771349862258,68.59873593340528
932,932,93,42,100,100,0.65,0.2,1318,6,5078,25.955100433241434,38.18011257035647
933,933,93,58,100,100,0.65,0.30000000000000004,2273,2,4285,53.04550758459743,-3.9798719121683437
934,934,93,6,100,100,0.65,0.4,6209,4,229,2711.353711790393,-189.32898415657036
935,935,93,26,100,100,0.65,0.5,5977,1,506,1181.2252964426877,-176.58491439148543
936,936,93,10,100,100,0.65,0.6000000000000001,6325,1,244,2592.2131147540986,-188.8567514081291
937,937,93,3,100,100,0.65,0.7000000000000001,6344,1,118,5376.271186440678,-194.5218198700093
938,938,93,2,100,100,0.65,0.8,6384,1,76,8400.0,-196.47058823529412
939,939,93,1,100,100,0.65,0.9,6396,4,79,8096.202531645569,-196.33976833976834
940,940,94,33,100,100,0.65,0.0,1,3,6531,0.01531159087429184,99.95407225964482
941,941,94,41,100,100,0.65,0.1,671,1,5814,11.541107671138631,68.95913646877409
942,942,94,45,100,100,0.65,0.2,1351,6,5138,26.294277929155314,37.54045307443366
943,943,94,58,100,100,0.65,0.30000000000000004,2197,3,4270,51.4519906323185,-1.9174269367558374
944,944,94,16,100,100,0.65,0.4,5902,6,615,959.6747967479675,-171.68942765075957
945,945,94,9,100,100,0.65,0.5,6097,1,291,2095.189003436426,-186.3337507827176
946,946,94,13,100,100,0.65,0.6000000000000001,6269,2,191,3282.198952879581,-191.1300309597523
947,947,94,2,100,100,0.65,0.7000000000000001,6393,3,87,7348.275862068966,-195.97222222222223
948,948,94,2,100,100,0.65,0.8,6434,2,83,7751.807228915662,-196.1792235691269
949,949,94,1,100,100,0.65,0.9,6441,2,69,9334.782608695652,-196.82027649769586
950,950,95,32,100,100,0.65,0.0,3,12,6629,0.04525569467491326,99.8642943305187
951,951,95,38,100,100,0.65,0.1,649,1,5811,11.168473584580967,69.86068111455108
952,952,95,47,100,100,0.65,0.2,1424,1,5102,27.91062328498628,34.53876800490347
953,953,95,60,100,100,0.65,0.30000000000000004,2512,6,4001,62.78430392401899,-15.70704744357439
954,954,95,42,100,100,0.65,0.4,4944,1,1543,320.4147764095917,-128.64189918298135
955,955,95,12,100,100,0.65,0.5,6171,1,297,2077.777777777778,-186.22448979591837
956,956,95,12,100,100,0.65,0.6000000000000001,6329,3,212,2985.377358490566,-190.2767160984559
957,957,95,2,100,100,0.65,0.7000000000000001,6387,9,97,6584.536082474227,-195.512029611351
958,958,95,3,100,100,0.65,0.8,6351,1,89,7135.955056179775,-195.85403726708074
959,959,95,3,100,100,0.65,0.9,6469,1,61,10604.918032786885,-197.19754977029095
960,960,96,34,100,100,0.65,0.0,8,4,6424,0.12453300124533001,99.6268656716418
961,961,96,38,100,100,0.65,0.1,650,2,5837,11.1358574610245,69.93987975951904
962,962,96,41,100,100,0.65,0.2,1362,6,5190,26.242774566473987,37.637362637362635
963,963,96,58,100,100,0.65,0.30000000000000004,2161,1,4324,49.976873265494916,0.030840400925212026
964,964,96,55,100,100,0.65,0.4,5239,1,1248,419.7916666666667,-142.28456913827657
965,965,96,16,100,100,0.65,0.5,6287,1,262,2399.618320610687,-187.9981676591846
966,966,96,6,100,100,0.65,0.6000000000000001,6359,1,165,3853.939393939394,-192.41263028816678
