"Node","Cluster","Betweenness","Closeness","PageRank"
"ieee t automat contr","1","31.3934684114356","0.00471698113207547","0.0179064485791376"
"automatica","1","8.79220411341417","0.00431034482758621","0.0164135471757912"
"ieee t cybernetics","1","1.94273258319863","0.00395256916996047","0.0102345720570745"
"syst control lett","1","0.544907012593266","0.00374531835205993","0.0102856349931988"
"neurocomputing","1","24.8935530761924","0.00446428571428571","0.00845677894096199"
"ieee decis contr p","1","2.93723799252221","0.00411522633744856","0.00763186460878757"
"inform sciences","1","26.4667379835611","0.00469483568075117","0.00718388177400477"
"int j robust nonlin","1","0.737752479269052","0.00377358490566038","0.0104784649297552"
"iet control theory a","1","0.233107511120638","0.0036101083032491","0.00883612568241378"
"ieee t ind electron","1","0.716992857746356","0.00367647058823529","0.00736789177394855"
"int j control","1","0.421627699078091","0.0037037037037037","0.00827381713555564"
"ieee t syst man cy-s","1","2.25408348033894","0.00398406374501992","0.00664530923308206"
"j franklin i","1","0.56741298939598","0.0037037037037037","0.00790255548126572"
"ieee int conf robot","1","8.78963789838892","0.0040983606557377","0.00399452737695909"
"ieee t circuits-i","1","0.740569686390948","0.0037593984962406","0.00663838727637076"
"p amer contr conf","1","1.1097014908157","0.00395256916996047","0.00635389160014756"
"ieee t neur net lear","1","0.899057404028294","0.00386100386100386","0.0069363322076837"
"ieee access","1","9.41093676044361","0.00421940928270042","0.00407680159227962"
"ieee t contr syst t","1","0.204571850386992","0.003584229390681","0.00593992278721671"
"appl math comput","1","8.59337632302337","0.00446428571428571","0.00473136661641448"
"nonlinear dynam","1","1.0457634862466","0.00393700787401575","0.00537004912568625"
"ieee t syst man cy b","1","3.0990627679698","0.0040650406504065","0.00577919613797948"
"ieee t robotic autom","1","1.24542217290404","0.00381679389312977","0.00445931478071623"
"robot auton syst","1","13.2189732671082","0.00411522633744856","0.00430517438318051"
"neural networks","1","31.1229099376794","0.0040983606557377","0.0040867065214007"
"ieee t power syst","1","2.50013461503738","0.003690036900369","0.00190160489150555"
"p ieee","1","12.92787330419","0.00436681222707424","0.0048435221579366"
"ieee t robot","1","2.66570301749588","0.00396825396825397","0.00486432373683055"
"ieee t signal proces","1","0.468017847194677","0.00377358490566038","0.00256439563990784"
"siam j control optim","1","1.09909511815233","0.00396825396825397","0.00514316651050196"
"phys rev e","2","984.140689550758","0.00564971751412429","0.0168641318968983"
"physica a","2","706.548061814588","0.00540540540540541","0.0158175013814264"
"phys rev lett","2","747.770831396033","0.00564971751412429","0.0141524848036136"
"eur phys j b","2","49.6913690443521","0.00483091787439614","0.00950579611510751"
"int j mod phys c","2","13.434335036026","0.0045662100456621","0.00632505120529497"
"rev mod phys","2","58.8172960220012","0.00505050505050505","0.0080951872960273"
"j stat mech-theory e","2","20.0319465523413","0.00465116279069767","0.00569439996073024"
"phys rep","2","60.5309939437297","0.00512820512820513","0.00670416235558978"
"epl-europhys lett","2","11.4704804084052","0.00432900432900433","0.00575406515368735"
"physica d","2","63.4144109620703","0.00492610837438424","0.00501850625779753"
"complexity","2","56.8772869393325","0.005","0.00415712070810471"
"new j phys","2","18.9652537080619","0.00469483568075117","0.00565739328590708"
"j stat phys","2","13.7215684583035","0.00469483568075117","0.00455651216342229"
"chaos soliton fract","2","14.815296543802","0.0043859649122807","0.00315426679785262"
"phys lett a","2","31.1600195197818","0.00476190476190476","0.00487834442684127"
"chaos","2","25.6688614797774","0.00452488687782805","0.00382512396076425"
"p natl acad sci usa","3","646.439318227335","0.0050761421319797","0.0284706995600809"
"nature","3","976.198205367043","0.00510204081632653","0.0275008652548145"
"science","3","701.093546824895","0.0050761421319797","0.0281458477737954"
"plos one","3","223.904070319788","0.00497512437810945","0.0203055667868806"
"j theor biol","3","57.0705614480754","0.00478468899521531","0.0135359527804779"
"p roy soc b-biol sci","3","10.3847814599977","0.00440528634361233","0.0107858005566711"
"sci rep-uk","3","41.3405053232236","0.00480769230769231","0.00984003534551135"
"anim behav","3","2.44840233945288","0.00418410041841004","0.00716231078881236"
"j pers soc psychol","3","19.3276039637661","0.00429184549356223","0.0064565050378862"
"trends cogn sci","3","8.97114952492034","0.00442477876106195","0.00981694820305766"
"plos comput biol","3","12.1192548778802","0.00444444444444444","0.00968230727502048"
"psychol rev","3","33.622378487273","0.00454545454545455","0.00855066250465835"
"philos t r soc b","3","12.512032837464","0.00446428571428571","0.0105349066782883"
"j acoust soc am","3","0.0896877529399921","0.00340136054421769","0.0025497607290708"
"j neurosci","3","1.30738166184506","0.00384615384615385","0.00629167330630812"
"j r soc interface","3","11.0355692822307","0.0045662100456621","0.00848633787530579"
"ecology","3","1.023419658657","0.00395256916996047","0.00417697765259975"
"new engl j med","3","0.598323590945208","0.0037037037037037","0.00389989676706916"
"behav ecol sociobiol","3","1.19132274392244","0.00403225806451613","0.00523648223624018"
"am nat","3","1.39619671034871","0.00408163265306122","0.00560184172474351"
"curr biol","3","1.07889730859982","0.00390625","0.00756263119498259"
"neuron","3","0.78473051461154","0.00389105058365759","0.00564856067455514"
"trends ecol evol","3","2.17160098713137","0.00395256916996047","0.0061811554589617"
"ultrasound med biol","3","0.000051971112723178","0.00328947368421053","0.00173323557725919"
"behav brain sci","3","2.47549996384452","0.00398406374501992","0.00619578978713092"
"lancet","3","0.423171571046422","0.00366300366300366","0.00342207822162957"
"nat neurosci","3","0.734979088541914","0.00384615384615385","0.00583911395466231"
"behav ecol","3","0.299869330263958","0.00381679389312977","0.00521809493606839"
"neuroimage","3","0.44239279947413","0.00373134328358209","0.00422989161340278"
